measurement_type,timestamp_utc,config_hash,variant,run,is_warmup,total_latency_ms,throughput_req_s,total_gas,access_latency_ms,budget_latency_ms,tee_latency_ms,proof_latency_ms,settlement_latency_ms,audit_latency_ms,access_gas,budget_gas,proof_gas,settlement_gas,audit_gas,process_cpu_time_ms,normalized_peak_cpu_percent,peak_working_set_bytes,peak_private_bytes,resource_sample_count,failure_status,success
measured,2026-07-19T10:51:52.213Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,full_trustcircuit,25,0,411.7534999989122,2.4286375222132706,1370254,5.100099999457598,2.944099998101592,164.709,233.03099999949336,5.991800000891089,0,376855,221765,283371,488263,0,125,45.088844630206786,1257787392,1451511808,12,,1
measured,2026-07-19T10:51:52.585Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,baseline_minimal,26,0,0.002,500000,0,0,0,0,0,0,0,0,0,0,0,0,16,0.5398099005419763,1257787392,1451511808,1,,1
measured,2026-07-19T10:51:52.981Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,access_only,26,0,5.2489000000059605,190.51610813672664,433332,4.1368000023067,0,0,0,0,1.1206999998539686,407772,0,0,0,25560,94,100,1257787392,1451827200,5,,1
measured,2026-07-19T10:51:54.464Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_budget,26,0,390.94370000322164,2.5579130703263906,1103481,8.531400002539158,0,129.257,251.9708000011742,0,1.2085999995470047,407772,0,670149,0,25560,188,17.885248248284793,1257787392,1476198400,11,,1
measured,2026-07-19T10:51:55.903Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_zk,26,0,127.84690000395477,7.82185567244154,685590,5.501000000163913,4.2748000007122755,116.608,0,0,1.4825000017881393,407772,252258,0,0,25560,47,19.192580914797013,1257787392,1457754112,7,,1
model_calibrated_from_measured_components,2026-07-19T10:51:57.364Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_tee,26,0,252.75000000120698,3.9564787339079115,1370254,4.992199998348951,2.411100000143051,0.004,239.5093000009656,5.849099999293685,0,376855,221765,283383,488251,0,141,51.97919062845819,1257787392,1464098816,11,,1
measured,2026-07-19T10:51:58.806Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,full_trustcircuit,26,0,363.91110000534354,2.747923874774131,1370290,5.80800000205636,2.7417999990284443,124.366,225.3720000013709,5.643500000238419,0,376855,221765,283383,488287,0,156,86.54383027970435,1257787392,1515704320,13,,1
measured,2026-07-19T10:51:59.190Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,baseline_minimal,27,0,0.002,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257787392,1515704320,1,,1
measured,2026-07-19T10:51:59.605Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,access_only,27,0,6.205399999395013,161.1499661742182,433332,5.081399999558926,0,0,0,0,1.1348999999463558,407772,0,0,0,25560,15,20.75400690424977,1257787392,1515704320,5,,1
measured,2026-07-19T10:52:01.078Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_budget,27,0,386.23070000080764,2.5891261362649547,1103493,6.559000000357628,0,135.536,242.92980000004172,0,1.223699999973178,407772,0,670161,0,25560,110,30.76324605712682,1257787392,1508483072,12,,1
measured,2026-07-19T10:52:02.527Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_zk,27,0,131.5037999983579,7.604342992464759,685506,5.390100002288818,3.903599999845028,121.357,0,0,0.8712000008672476,407748,252222,0,0,25536,79,44.30365726766784,1257787392,1459064832,7,,1
model_calibrated_from_measured_components,2026-07-19T10:52:04.036Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_tee,27,0,271.94260000371935,3.677246595370946,1370194,5.150699999183416,3.9686000011861324,0.004,255.88050000183284,6.958200000226498,0,376831,221753,283359,488251,0,219,51.781967858328414,1257787392,1499893760,12,,1
measured,2026-07-19T10:52:05.492Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,full_trustcircuit,27,0,374.88670000113547,2.667472599046515,1370242,6.183399997651577,2.89780000038445,141.815,218.08980000205338,5.924000000581145,0,376855,221765,283371,488251,0,109,33.39511429349907,1257787392,1490911232,12,,1
measured,2026-07-19T10:52:05.879Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,baseline_minimal,28,0,0.002,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257787392,1490911232,1,,1
measured,2026-07-19T10:52:06.301Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,access_only,28,0,6.308000000193715,158.52885224624137,433332,4.899300001561642,0,0,0,0,1.4183999989181757,407772,0,0,0,25560,16,18.41620625620361,1257787392,1500057600,5,,1
measured,2026-07-19T10:52:07.842Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_budget,28,0,408.14789999859033,2.450092233730601,1103433,6.312899999320507,0,130.169,270.5688000023365,0,1.1160000003874302,407772,0,670101,0,25560,124,57.20485982644393,1257787392,1503961088,11,,1
measured,2026-07-19T10:52:09.264Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_zk,28,0,148.54939999990165,6.731767344739609,685518,6.554500000551343,4.712799999862909,136,0,0,1.3003000002354383,407748,252222,0,0,25548,94,81.66884450332779,1257787392,1497178112,8,,1
model_calibrated_from_measured_components,2026-07-19T10:52:10.796Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_tee,28,0,298.09600000576677,3.3546240136756436,1370218,5.9945000018924475,2.6205000020563602,0.004,283.90170000121,5.603499999269843,0,376831,221753,283371,488263,0,110,38.93095595269484,1257787392,1463648256,14,,1
measured,2026-07-19T10:52:12.275Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,full_trustcircuit,28,0,411.680499995932,2.4290681730368124,1370266,4.9260999988764524,2.7573999986052513,147.461,251.86790000088513,4.6862999983131886,0,376855,221765,283371,488275,0,93,30.871343669836932,1257787392,1474928640,11,,1
measured,2026-07-19T10:52:12.656Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,baseline_minimal,29,0,0.002,500000,0,0,0,0,0,0,0,0,0,0,0,0,16,0.5217874978661631,1257787392,1474928640,1,,1
measured,2026-07-19T10:52:13.061Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,access_only,29,0,5.172199998050928,193.34132484761537,433332,4.081699999049306,0,0,0,0,1.0984000004827976,407772,0,0,0,25560,16,17.99694052329696,1257787392,1474928640,5,,1
measured,2026-07-19T10:52:14.535Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_budget,29,0,379.39070000430945,2.6358052529717813,1103445,7.812000000849366,0,136.936,233.65290000103414,0,1.0099999997764826,407772,0,670125,0,25548,234,26.379925389200547,1257787392,1518333952,11,,1
measured,2026-07-19T10:52:15.986Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_zk,29,0,151.3776000007689,6.605997188454043,685590,4.71200000308454,3.6127000004053116,141.832,0,0,1.2382999993860722,407772,252258,0,0,25560,94,45.975302459355866,1257787392,1506762752,7,,1
model_calibrated_from_measured_components,2026-07-19T10:52:17.470Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_tee,29,0,269.3234999974221,3.713006848676672,1370278,4.893900001421571,3.9975000005215406,0.004,255.169600000605,5.278999999165535,0,376855,221765,283383,488275,0,108,45.60795401366822,1257787392,1456254976,13,,1
measured,2026-07-19T10:52:19.010Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,full_trustcircuit,29,0,418.5181999987811,2.3893823494483932,1370206,5.433900000527501,2.3583000004291534,132.887,271.2690000012517,6.592399999499321,0,376831,221753,283359,488263,0,124,50.39457883076096,1257787392,1492041728,12,,1
