measurement_type,timestamp_utc,config_hash,variant,run,is_warmup,total_latency_ms,throughput_req_s,total_gas,access_latency_ms,budget_latency_ms,tee_latency_ms,proof_latency_ms,settlement_latency_ms,audit_latency_ms,access_gas,budget_gas,proof_gas,settlement_gas,audit_gas,process_cpu_time_ms,normalized_peak_cpu_percent,peak_working_set_bytes,peak_private_bytes,resource_sample_count,failure_status,success
measured,2026-07-19T10:50:15.579Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_budget,11,0,385.20430000552534,2.5960250183750704,1103433,6.907700002193451,0,128.224,248.54109999909997,0,1.5516999997198582,407772,0,670113,0,25548,140,22.106775730692714,1257787392,1467334656,12,,1
measured,2026-07-19T10:50:16.999Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_zk,11,0,150.78940000016988,6.631765893351081,685590,5.563699999824166,4.284199999645352,139.727,0,0,1.2315999995917082,407772,252258,0,0,25560,219,59.38182260315122,1257787392,3665371136,8,,1
model_calibrated_from_measured_components,2026-07-19T10:50:18.469Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_tee,11,0,250.20689999619125,3.996692337482389,1370290,5.413800001144409,3.7181000001728535,0.004,235.56869999878109,5.528900001198053,0,376855,221765,283383,488287,0,93,33.786729443097244,1257787392,1509249024,12,,1
measured,2026-07-19T10:50:19.903Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,full_trustcircuit,11,0,357.9693999993354,2.793534866393207,1370278,5.913100000470877,2.7188999988138676,126.003,217.25879999995232,6.09429999999702,0,376855,221765,283383,488275,0,110,42.07186949120567,1257787392,1507831808,12,,1
measured,2026-07-19T10:50:20.280Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,baseline_minimal,12,0,0.002,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257787392,1507831808,1,,1
measured,2026-07-19T10:50:20.702Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,access_only,12,0,6.085199998691678,164.33313616890172,433332,5.1400000005960464,0,0,0,0,0.9522999990731478,407772,0,0,0,25560,63,19.59055735352983,1257787392,1507831808,5,,1
measured,2026-07-19T10:50:22.149Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_budget,12,0,373.92229999937115,2.674352398885228,1103493,6.891000000759959,0,131.65,234.1253999993205,0,1.2751000002026558,407772,0,670161,0,25560,125,27.642635996621095,1257787392,1469927424,11,,1
measured,2026-07-19T10:50:23.633Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_zk,12,0,156.95460000148415,6.371269144010714,685590,6.648299999535084,4.408100001513958,144.166,0,0,1.7587000001221895,407772,252258,0,0,25560,62,37.90917451132717,1257787392,1466523648,9,,1
model_calibrated_from_measured_components,2026-07-19T10:50:25.113Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_tee,12,0,241.18040000022947,4.146273909484554,1370122,4.768400000408292,3.7884999997913837,0.004,226.5787000004202,6.060699999332428,0,376831,221753,283347,488191,0,125,39.36664923748787,1257787392,1473802240,12,,1
measured,2026-07-19T10:50:26.548Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,full_trustcircuit,12,0,351.0332999998182,2.848732584630911,1370278,3.9941999968141317,2.985999997705221,121.906,217.15820000134408,5.005499999970198,0,376855,221765,283383,488275,0,203,23.670771636086695,1257787392,1500078080,11,,1
measured,2026-07-19T10:50:26.943Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,baseline_minimal,13,0,0.002,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257787392,1500078080,1,,1
measured,2026-07-19T10:50:27.353Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,access_only,13,0,6.628599999472499,150.86141871278696,433332,5.692600000649691,0,0,0,0,0.9444999992847443,407772,0,0,0,25560,32,20.476697516999657,1257787392,1500078080,5,,1
measured,2026-07-19T10:50:28.806Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_budget,13,0,389.7473000001758,2.565765048274995,1103469,6.910399999469519,0,141.43599999999998,239.97030000016093,0,1.4518999997526407,407748,0,670173,0,25548,156,100,1257787392,1495465984,11,,1
measured,2026-07-19T10:50:30.179Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_zk,13,0,138.76140000247955,7.206615096000263,685578,5.7563999984413385,3.555299999192357,128.219,0,0,1.2493000011891127,407772,252258,0,0,25548,78,46.48289430317497,1257787392,1506738176,7,,1
model_calibrated_from_measured_components,2026-07-19T10:50:31.672Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_tee,13,0,255.40980000542103,3.9152765476452944,1370266,4.324000000953674,2.346000000834465,0.004,243.41009999997914,5.34260000102222,0,376855,221765,283383,488263,0,219,100,1257787392,1483960320,12,,1
measured,2026-07-19T10:50:33.110Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,full_trustcircuit,13,0,338.6985999981016,2.952477512471575,1370122,5.145599998533726,2.748200001195073,124.56700000000001,200.4254999998957,5.832299999892712,0,376831,221753,283335,488203,0,125,43.85232208348195,1257787392,1496657920,12,,1
measured,2026-07-19T10:50:33.496Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,baseline_minimal,14,0,0.002,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257787392,1496657920,1,,1
measured,2026-07-19T10:50:33.908Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,access_only,14,0,5.732300000265241,174.45004622119023,433332,4.820700000971556,0,0,0,0,0.919199999421835,407772,0,0,0,25560,16,18.381339261569433,1257787392,1496657920,5,,1
measured,2026-07-19T10:50:35.312Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_budget,14,0,359.4918000012189,2.781704617453331,1103457,4.510700000450015,0,118.12299999999999,235.9501000009477,0,0.9216000009328127,407772,0,670125,0,25560,109,29.433406917173354,1257787392,1497776128,11,,1
measured,2026-07-19T10:50:36.680Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_zk,14,0,138.2422000015676,7.233681176866836,685518,4.403200000524521,2.9466999992728233,129.969,0,0,0.9368000011891127,407748,252222,0,0,25548,62,37.41881743675514,1257787392,1492135936,7,,1
model_calibrated_from_measured_components,2026-07-19T10:50:38.137Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_tee,14,0,266.548199999094,3.751666677934419,1370218,4.70240000076592,3.004899999126792,0.006,253.5385999996215,5.313799999654293,0,376855,221765,283359,488239,0,108,29.87295322130807,1257787392,1448128512,11,,1
measured,2026-07-19T10:50:39.564Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,full_trustcircuit,14,0,368.36479999615256,2.714700210254738,1370182,5.620299998670816,3.8185000009834766,137.436,215.52109999768436,5.990899998694658,0,376807,221741,283371,488263,0,235,26.87729315016632,1257787392,1520652288,12,,1
measured,2026-07-19T10:50:39.945Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,baseline_minimal,15,0,0.002,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257787392,1520652288,1,,1
measured,2026-07-19T10:50:40.365Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,access_only,15,0,6.809600001201034,146.85150373349776,433332,5.590099999681115,0,0,0,0,1.2309000007808208,407772,0,0,0,25560,32,23.996352549881248,1257787392,1527484416,5,,1
measured,2026-07-19T10:50:41.820Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_budget,15,0,378.44249999815224,2.642409348857178,1103481,6.92960000038147,0,137.164,232.98369999974966,0,1.4179999995976686,407772,0,670149,0,25560,126,39.358737310811655,1257787392,1516417024,11,,1
measured,2026-07-19T10:50:43.365Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_zk,15,0,141.12539999863506,7.085896656517337,685590,5.6014999989420176,4.813399998471141,129.686,0,0,1.0434999987483025,407772,252258,0,0,25560,79,42.835061320522115,1257787392,1466970112,7,,1
model_calibrated_from_measured_components,2026-07-19T10:50:44.773Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_tee,15,0,230.3963000022769,4.340347479495623,1370290,5.036099998280406,2.983500001952052,0.004,216.59990000166,5.788899999111891,0,376855,221765,283383,488287,0,110,37.233838107853956,1257787392,1498439680,12,,1
measured,2026-07-19T10:50:46.195Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,full_trustcircuit,15,0,362.7928999966532,2.7563935237134602,1370242,3.7515999991446733,2.7282999996095896,135.894,215.17479999922216,5.261600000783801,0,376855,221765,283383,488239,0,93,21.409486396658053,1257787392,1524883456,11,,1
measured,2026-07-19T10:50:46.585Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,baseline_minimal,16,0,0.002,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257787392,1524883456,1,,1
measured,2026-07-19T10:50:46.988Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,access_only,16,0,6.445299997925758,155.1518161019382,433332,5.3364000003784895,0,0,0,0,1.1175999995321035,407772,0,0,0,25560,62,39.21985385460155,1257787392,1524883456,5,,1
measured,2026-07-19T10:50:48.430Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_budget,16,0,386.62719999611375,2.5864708949863116,1103373,5.787100000306964,0,123.285,256.437800001353,0,1.1323000006377697,407712,0,670125,0,25536,94,36.56971368208802,1257787392,1486114816,11,,1
measured,2026-07-19T10:50:49.863Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_zk,16,0,172.52659999592603,5.796207657390881,685590,6.216999998316169,4.708000000566244,160.306,0,0,1.313799999654293,407772,252258,0,0,25560,78,17.889172991816515,1257787392,1488973824,8,,1
model_calibrated_from_measured_components,2026-07-19T10:50:51.323Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_tee,16,0,232.31340000356732,4.304530001216651,1370254,6.553300000727177,2.5929000005126,0.003,217.67980000190437,5.5020000003278255,0,376855,221765,283383,488251,0,251,24.861706753774087,1257787392,1534263296,12,,1
measured,2026-07-19T10:50:52.776Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,full_trustcircuit,16,0,354.08590000097456,2.8241734562072303,1370266,4.744200000539422,2.524100000038743,128.922,211.68820000067353,6.230000000447035,0,376855,221765,283383,488263,0,203,40.930765614738924,1257787392,1529266176,11,,1
measured,2026-07-19T10:50:53.164Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,baseline_minimal,17,0,0.002,500000,0,0,0,0,0,0,0,0,0,0,0,0,16,0.5159373033021953,1257787392,1529266176,1,,1
measured,2026-07-19T10:50:53.562Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,access_only,17,0,5.304000001400709,188.53695319304572,433332,4.399600001052022,0,0,0,0,0.912499999627471,407772,0,0,0,25560,31,20.087178348116215,1257787392,1529552896,5,,1
measured,2026-07-19T10:50:55.024Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_budget,17,0,401.797500001505,2.488815883613647,1103505,5.090199997648597,0,146.91899999999998,248.37210000120103,0,1.4324000012129545,407772,0,670173,0,25560,125,58.10076189639768,1257787392,1461923840,12,,1
measured,2026-07-19T10:50:56.473Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_zk,17,0,151.6156999998242,6.59562301266399,685578,5.7369000017642975,3.990599999204278,141.05200000000002,0,0,0.8529000002890825,407772,252258,0,0,25548,78,34.50483361426585,1257787392,3656716288,7,,1
model_calibrated_from_measured_components,2026-07-19T10:50:57.959Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_tee,17,0,282.19969999708235,3.5435898762838476,1370254,5.183699997141957,2.4195000007748604,0.005,269.006400000304,5.602799998596311,0,376855,221765,283383,488251,0,94,43.114203099567774,1257787392,1474957312,11,,1
measured,2026-07-19T10:50:59.423Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,full_trustcircuit,17,0,375.4886999985725,2.663195989663076,1370290,4.5087000001221895,3.8672000002115965,137.56900000000002,222.40149999968708,7.164200000464916,0,376855,221765,283383,488287,0,126,43.16298342157432,1257787392,1452781568,12,,1
measured,2026-07-19T10:50:59.805Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,baseline_minimal,18,0,0.002,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257787392,1452781568,1,,1
measured,2026-07-19T10:51:00.212Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,access_only,18,0,6.9744000025093555,143.38150946894424,433332,6.043299999088049,0,0,0,0,0.9399000015109777,407772,0,0,0,25560,15,16.80740063489889,1257787392,1452781568,5,,1
measured,2026-07-19T10:51:01.666Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_budget,18,0,381.47019999824465,2.621436746578374,1103457,6.557200001552701,0,141.615,231.8766999989748,0,1.4412999991327524,407772,0,670125,0,25560,109,54.13948172295239,1257787392,1481003008,11,,1
measured,2026-07-19T10:51:03.124Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_zk,18,0,158.90549999898673,6.2930483841426295,685590,5.890899999067187,4.004300000146031,148.031,0,0,0.9967999998480082,407772,252258,0,0,25560,156,28.39134631383478,1257787392,1484308480,7,,1
model_calibrated_from_measured_components,2026-07-19T10:51:04.558Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_tee,18,0,236.5696000021845,4.227085813184644,1370278,4.30460000038147,2.3280000016093254,0.004,223.3183999992907,6.636700000613928,0,376855,221765,283383,488275,0,110,43.32398086124844,1257787392,1486958592,11,,1
measured,2026-07-19T10:51:05.958Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,full_trustcircuit,18,0,359.92219999980927,2.778378216182636,1370266,6.053300000727177,2.8987999986857176,142.887,202.39980000071228,5.699899999424815,0,376855,221765,283383,488263,0,108,30.68284675180035,1257787392,1489014784,13,,1
measured,2026-07-19T10:51:06.344Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,baseline_minimal,19,0,0.002,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257787392,1489014784,1,,1
measured,2026-07-19T10:51:06.758Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,access_only,19,0,6.436499997973442,155.36394007843612,433332,5.357200000435114,0,0,0,0,1.087500000372529,407772,0,0,0,25560,47,36.707126083381496,1257787392,1489014784,5,,1
measured,2026-07-19T10:51:08.193Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_budget,19,0,377.9074999992698,2.646150182258707,1103493,7.338399996981025,0,120.179,249.4639000017196,0,0.9449000004678965,407772,0,670161,0,25560,94,37.0200002488253,1257787392,1499377664,11,,1
measured,2026-07-19T10:51:09.612Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_zk,19,0,170.24789999844134,5.873787576875575,685590,5.1239000000059605,3.525399999693036,159.929,0,0,1.6872000005096197,407772,252258,0,0,25560,47,20.310754546313998,1257787392,1474752512,7,,1
model_calibrated_from_measured_components,2026-07-19T10:51:11.052Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_tee,19,0,254.6036999964118,3.9276726929502335,1370290,4.838799998164177,3.8399000000208616,0.004,241.16669999994338,4.77309999987483,0,376855,221765,283383,488287,0,79,22.006073679134534,1257787392,1440378880,11,,1
measured,2026-07-19T10:51:12.476Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,full_trustcircuit,19,0,372.5982000008821,2.683856229036084,1370278,4.49210000038147,3.23619999922812,140.011,219.06719999946654,5.812400000169873,0,376855,221765,283383,488275,0,234,42.17680516859411,1257787392,1519747072,12,,1
measured,2026-07-19T10:51:12.846Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,baseline_minimal,20,0,0.002,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257787392,1519747072,1,,1
measured,2026-07-19T10:51:13.265Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,access_only,20,0,5.991499999538064,166.90311275592066,433332,5.097099997103214,0,0,0,0,0.9035000000149012,407772,0,0,0,25560,32,19.99440156962225,1257787392,1520058368,5,,1
measured,2026-07-19T10:51:14.792Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_budget,20,0,412.07239999862014,2.4267580163178817,1103457,6.815200001001358,0,144.724,259.30350000038743,0,1.2482999991625547,407772,0,670125,0,25560,250,35.04836674881868,1257787392,1520701440,11,,1
measured,2026-07-19T10:51:16.207Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_zk,20,0,138.0530000012517,7.243594851187104,685518,5.6757000014185905,3.5017000008374453,127.534,0,0,1.3574999999254942,407748,252222,0,0,25548,47,29.622607969986465,1257787392,1404829696,7,,1
model_calibrated_from_measured_components,2026-07-19T10:51:17.659Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_tee,20,0,236.7081000033021,4.224612507920304,1370266,4.295100001618266,2.7363000009208918,0.005,223.39759999886155,6.29420000128448,0,376855,221765,283383,488263,0,141,46.562917589563746,1257787392,1502482432,11,,1
measured,2026-07-19T10:51:19.077Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,full_trustcircuit,20,0,371.95990000027416,2.688461847632669,1370266,5.060599999502301,2.871400000527501,138.44799999999998,218.5722000002861,7.030799999833107,0,376855,221765,283371,488275,0,126,48.64377027626873,1257787392,1504649216,12,,1
measured,2026-07-19T10:51:19.464Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,baseline_minimal,21,0,0.002,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257787392,1504649216,1,,1
measured,2026-07-19T10:51:19.874Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,access_only,21,0,5.59599999897182,178.69907079766526,433332,4.263199999928474,0,0,0,0,1.3442999999970198,407772,0,0,0,25560,31,19.30464663018717,1257787392,1504649216,5,,1
measured,2026-07-19T10:51:21.363Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_budget,21,0,391.08000000013413,2.5570215812612687,1103445,6.525800000876188,0,154.38600000000002,229.14489999972284,0,1.0410999990999699,407772,0,670125,0,25548,125,35.83052852940177,1257787392,1504948224,11,,1
measured,2026-07-19T10:51:22.851Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_zk,21,0,138.70370000147818,7.20961300952565,685518,5.104300003498793,4.236599998548627,128.289,0,0,1.0955999996513128,407748,252222,0,0,25548,63,20.177155424349174,1257787392,1493282816,7,,1
model_calibrated_from_measured_components,2026-07-19T10:51:24.285Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_tee,21,0,234.0901000007242,4.271859425054312,1370194,3.928499998524785,3.5778000000864267,0.005,221.94570000097156,4.653200000524521,0,376831,221753,283359,488251,0,157,19.082876935568507,1257787392,1416679424,11,,1
measured,2026-07-19T10:51:25.751Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,full_trustcircuit,21,0,417.1655999987572,2.397129581161484,1370134,4.487600000575185,2.2983999997377396,137.03,267.54229999892414,5.824200000613928,0,376831,221753,283347,488203,0,187,22.45049304010546,1257787392,1505878016,12,,1
measured,2026-07-19T10:51:26.134Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,baseline_minimal,22,0,0.002,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257787392,1505878016,1,,1
measured,2026-07-19T10:51:26.553Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,access_only,22,0,6.686899999156594,149.54612752189027,433332,5.632200000807643,0,0,0,0,1.0635999999940395,407772,0,0,0,25560,62,30.46848339483858,1257787392,1506443264,5,,1
measured,2026-07-19T10:51:28.035Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_budget,22,0,401.94309999978543,2.4879143341446435,1103421,6.105399999767542,0,144.091,250.48359999991953,0,1.278599999845028,407772,0,670089,0,25560,125,41.84830611961908,1257787392,1437753344,11,,1
measured,2026-07-19T10:51:29.421Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_zk,22,0,129.33230000382662,7.732020539110589,685518,5.265100002288818,3.7476000003516674,118.976,0,0,1.361600000411272,407736,252234,0,0,25548,47,42.38186055912856,1257787392,1486004224,7,,1
model_calibrated_from_measured_components,2026-07-19T10:51:30.916Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_tee,22,0,250.1315000011772,3.9978971061033644,1370266,5.661299999803305,3.0953000020235777,0.005,234.79840000160038,6.590299999341369,0,376855,221765,283383,488263,0,235,31.397300103032993,1257787392,1541771264,12,,1
measured,2026-07-19T10:51:32.410Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,full_trustcircuit,22,0,387.07790000163016,2.5834592984920826,1370242,4.819600000977516,3.0284000020474195,132.285,241.28909999877214,5.672800000756979,0,376855,221765,283383,488239,0,203,55.3873952696745,1257787392,1533673472,12,,1
measured,2026-07-19T10:51:32.793Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,baseline_minimal,23,0,0.002,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257787392,1533673472,1,,1
measured,2026-07-19T10:51:33.210Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,access_only,23,0,8.250000001862645,121.21212118475452,433332,6.506699999794364,0,0,0,0,1.7554999999701977,407772,0,0,0,25560,30,19.945111052519398,1257787392,1533673472,5,,1
measured,2026-07-19T10:51:34.715Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_budget,23,0,423.5544999982566,2.3609712563651577,1103409,6.183999998494983,0,156.514,259.7962000016123,0,1.0765000004321337,407748,0,670113,0,25548,94,38.570262565661864,1257787392,1444196352,12,,1
measured,2026-07-19T10:51:36.144Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_zk,23,0,143.3690999980122,6.97500367941115,685590,5.705800000578165,4.042700000107288,132.471,0,0,1.1693999990820885,407772,252258,0,0,25560,47,33.38396567817774,1257787392,3617783808,8,,1
model_calibrated_from_measured_components,2026-07-19T10:51:37.613Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_tee,23,0,251.69649999709426,3.9730389576793663,1370266,4.4186000023037195,3.293400000780821,0.004,237.62819999828935,6.370799999684095,0,376855,221765,283371,488275,0,110,21.747703446741326,1257787392,1482764288,13,,1
measured,2026-07-19T10:51:39.052Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,full_trustcircuit,23,0,370.3377000004947,2.7002381880069573,1370194,5.227700000628829,2.582100000232458,137.304,218.76129999943078,6.493199998512864,0,376831,221753,283359,488251,0,141,42.500219366834315,1257787392,1518731264,12,,1
measured,2026-07-19T10:51:39.430Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,baseline_minimal,24,0,0.002,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257787392,1518731264,1,,1
measured,2026-07-19T10:51:39.833Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,access_only,24,0,6.38990000076592,156.4969717648376,433332,5.41019999794662,0,0,0,0,0.9889000002294779,407772,0,0,0,25560,32,26.96944361502396,1257787392,1518731264,5,,1
measured,2026-07-19T10:51:41.254Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_budget,24,0,362.4689999994189,2.758856619467053,1103469,6.309900000691414,0,122.018,233.07659999839962,0,1.084000000730157,407772,0,670137,0,25560,250,42.77983359822834,1257787392,1518776320,11,,1
measured,2026-07-19T10:51:42.676Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_zk,24,0,152.5558000008166,6.554978571739962,685590,5.481599997729063,3.58530000038445,142.519,0,0,0.9860999993979931,407772,252258,0,0,25560,109,36.7954269118495,1257787392,3613650944,7,,1
model_calibrated_from_measured_components,2026-07-19T10:51:44.128Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_tee,24,0,254.3689999963343,3.931296659633882,1370266,5.316199999302626,2.8957999981939793,0.005,240.83579999953508,5.3324000015854836,0,376855,221765,283383,488263,0,172,61.90517203039179,1257787392,1491681280,11,,1
measured,2026-07-19T10:51:45.551Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,full_trustcircuit,24,0,368.1045000016242,2.716619872877369,1370254,3.909000001847744,2.616899998858571,139.373,216.11789999902248,6.105400001630187,0,376855,221765,283383,488251,0,63,19.79139865859844,1257787392,1525895168,11,,1
measured,2026-07-19T10:51:45.950Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,baseline_minimal,25,0,0.002,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257787392,1525895168,1,,1
measured,2026-07-19T10:51:46.369Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,access_only,25,0,6.3297000005841255,157.98537054010723,433332,5.155499998480082,0,0,0,0,1.1833999995142221,407772,0,0,0,25560,47,23.840743835272914,1257787392,1525895168,5,,1
measured,2026-07-19T10:51:47.831Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_budget,25,0,396.5913999966681,2.5214868502151115,1103469,5.885599998757243,0,128.28900000000002,260.64090000092983,0,1.7948000002652407,407772,0,670137,0,25560,93,25.86506114558778,1257787392,1478332416,11,,1
measured,2026-07-19T10:51:49.304Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_zk,25,0,144.31540000271798,6.929267423858898,685518,4.722500002011657,3.8190000001341105,134.942,0,0,0.8465999998152256,407748,252222,0,0,25548,78,71.94112460415985,1257787392,1465061376,7,,1
model_calibrated_from_measured_components,2026-07-19T10:51:50.741Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,no_tee,25,0,239.6372000028342,4.172974813543862,1370290,5.094800002872944,3.630400000140071,0.004,224.78570000082254,6.145700000226498,0,376855,221765,283383,488287,0,110,26.056375907540147,1257787392,1486524416,12,,1
