measurement_type,timestamp_utc,config_hash,epsilon_requested,privacy_cost_fixed,request_index,accepted,reverted,reason,latency_ms,budget_total_fixed,budget_used_fixed,budget_reserved_fixed,budget_remaining_fixed,budget_invariant_violations,process_cpu_time_ms,normalized_peak_cpu_percent,peak_working_set_bytes,peak_private_bytes,resource_sample_count,failure_status
measured_local_hardhat,2026-07-19T10:53:29.780Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,1.0,1011807,21,0,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'",196.83450000174344,5000000,4047228,0,952772,0,0,0,1257787392,1451388928,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'"
measured_local_hardhat,2026-07-19T10:53:30.163Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,1.0,1011807,22,0,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'",196.17760000005364,5000000,4047228,0,952772,0,0,0,1257787392,1451520000,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'"
measured_local_hardhat,2026-07-19T10:53:30.563Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,1.0,1011807,23,0,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'",206.42219999991357,5000000,4047228,0,952772,0,0,0,1257787392,1451520000,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'"
measured_local_hardhat,2026-07-19T10:53:30.957Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,1.0,1011807,24,0,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'",204.00889999978244,5000000,4047228,0,952772,0,0,0,1257787392,1451388928,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'"
measured_local_hardhat,2026-07-19T10:53:31.354Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,1.0,1011807,25,0,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'",197.81349999830127,5000000,4047228,0,952772,0,0,0,1257787392,1414365184,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'"
measured_local_hardhat,2026-07-19T10:53:31.743Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,1.0,1011807,26,0,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'",190.3255999982357,5000000,4047228,0,952772,0,95,2.96066147283737,1257787392,1414094848,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'"
measured_local_hardhat,2026-07-19T10:53:32.131Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,1.0,1011807,27,0,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'",194.05900000035763,5000000,4047228,0,952772,0,15,0.48118082544397467,1257787392,1414225920,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'"
measured_local_hardhat,2026-07-19T10:53:32.508Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,1.0,1011807,28,0,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'",191.1602999996394,5000000,4047228,0,952772,0,0,0,1257787392,1414356992,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'"
measured_local_hardhat,2026-07-19T10:53:32.899Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,1.0,1011807,29,0,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'",201.4902999997139,5000000,4047228,0,952772,0,15,0.4878927146012131,1257787392,1432244224,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'"
measured_local_hardhat,2026-07-19T10:53:33.289Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,1.0,1011807,30,0,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'",193.22259999997914,5000000,4047228,0,952772,0,16,0.5048376063636948,1257787392,1432244224,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'"
measured_local_hardhat,2026-07-19T10:53:33.675Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,1.0,1011807,31,0,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'",193.06689999997616,5000000,4047228,0,952772,0,0,0,1257787392,1432244224,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'"
measured_local_hardhat,2026-07-19T10:53:34.065Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,1.0,1011807,32,0,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'",192.75030000135303,5000000,4047228,0,952772,0,0,0,1257787392,1432244224,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'"
