measurement_type,concurrency,run,capacity,accepted,reverted,settlement_batch_latency_ms,settlement_mean_latency_ms,throughput_req_s,total_gas,budget_total_fixed,budget_used_fixed,budget_reserved_fixed,budget_remaining_fixed,budget_invariant_violations
measured_local_hardhat,16,15,8,8,8,24.71530000027269,3.0894125000340864,323.68613773297244,1231464,8000000,8000000,0,0,0
measured_local_hardhat,16,16,8,8,8,24.88219999987632,3.11027499998454,321.51497858066267,1231704,8000000,8000000,0,0,0
measured_local_hardhat,16,17,8,8,8,25.241799999959767,3.155224999994971,316.9346084674132,1231704,8000000,8000000,0,0,0
measured_local_hardhat,16,18,8,8,8,22.76670000050217,2.845837500062771,351.3904079125891,1231632,8000000,8000000,0,0,0
measured_local_hardhat,16,19,8,8,8,23.299399999901652,2.9124249999877065,343.3564812842291,1231656,8000000,8000000,0,0,0
measured_local_hardhat,16,20,8,8,8,23.692599999718368,2.961574999964796,337.6581717538428,1231656,8000000,8000000,0,0,0
measured_local_hardhat,16,21,8,8,8,22.834599999710917,2.8543249999638647,350.34552828169876,1231680,8000000,8000000,0,0,0
measured_local_hardhat,16,22,8,8,8,24.62489999923855,3.078112499904819,324.8744157437137,1231680,8000000,8000000,0,0,0
measured_local_hardhat,16,23,8,8,8,24.16039999946952,3.02004999993369,331.1203456969112,1231656,8000000,8000000,0,0,0
measured_local_hardhat,16,24,8,8,8,23.62930000014603,2.953662500018254,338.56271662514587,1231704,8000000,8000000,0,0,0
measured_local_hardhat,16,25,8,8,8,22.280600000172853,2.7850750000216067,359.056757894219,1231632,8000000,8000000,0,0,0
measured_local_hardhat,16,26,8,8,8,22.86589999962598,2.8582374999532476,349.8659576107154,1231464,8000000,8000000,0,0,0
measured_local_hardhat,16,27,8,8,8,21.475199999287724,2.6843999999109656,372.52272389851265,1231464,8000000,8000000,0,0,0
measured_local_hardhat,16,28,8,8,8,22.14919999986887,2.7686499999836087,361.18686002417076,1231656,8000000,8000000,0,0,0
measured_local_hardhat,16,29,8,8,8,21.882400000467896,2.735300000058487,365.5906116252761,1231704,8000000,8000000,0,0,0
measured_local_hardhat,32,0,16,16,16,46.39840000029653,2.8999000000185333,344.8394772211486,2433984,16000000,16000000,0,0,0
measured_local_hardhat,32,1,16,16,16,44.65830000024289,2.7911437500151806,358.2760651415969,2433984,16000000,16000000,0,0,0
measured_local_hardhat,32,2,16,16,16,43.84129999950528,2.74008124996908,364.952681607994,2433984,16000000,16000000,0,0,0
measured_local_hardhat,32,3,16,16,16,41.21270000003278,2.575793750002049,388.2298417717663,2433984,16000000,16000000,0,0,0
measured_local_hardhat,32,4,16,16,16,42.821999999694526,2.676374999980908,373.6397179046784,2433960,16000000,16000000,0,0,0
