payload_bytes,run,stage,latency_us,total_validated_vbs_us,percent_of_total_vbs_latency,measurement_type
16384,3,Evidence generation,2113.0,141493.0,1.4933600955524302,measured_paired
16384,3,External validation,79493.0,141493.0,56.181577887245304,measured_paired
16384,4,Transcript,11.0,144237.0,0.007626337208899242,measured_paired
16384,4,Evidence generation,1879.0,144237.0,1.302717055956516,measured_paired
16384,4,External validation,66237.0,144237.0,45.9223361550781,measured_paired
16384,5,Transcript,12.0,139011.0,0.008632410384789693,measured_paired
16384,5,Evidence generation,1908.0,139011.0,1.3725532511815612,measured_paired
16384,5,External validation,77011.0,139011.0,55.39921301191992,measured_paired
16384,6,Transcript,12.0,110161.0,0.010893147302584399,measured_paired
16384,6,Evidence generation,1877.0,110161.0,1.703869790579243,measured_paired
16384,6,External validation,63161.0,110161.0,57.33517306487777,measured_paired
16384,7,Transcript,13.0,124445.0,0.010446381935794929,measured_paired
16384,7,Evidence generation,1920.0,124445.0,1.5428502551327896,measured_paired
16384,7,External validation,61445.0,124445.0,49.37522600345534,measured_paired
16384,8,Transcript,11.0,128428.0,0.008565110412059675,measured_paired
16384,8,Evidence generation,1873.0,128428.0,1.4584047092534338,measured_paired
16384,8,External validation,66428.0,128428.0,51.72392313202728,measured_paired
16384,9,Transcript,11.0,141471.0,0.007775445144234508,measured_paired
16384,9,Evidence generation,2152.0,141471.0,1.52115981367206,measured_paired
16384,9,External validation,62471.0,141471.0,44.15816669140672,measured_paired
16384,10,Transcript,11.0,109436.0,0.010051536971380533,measured_paired
16384,10,Evidence generation,1907.0,109436.0,1.7425710004020616,measured_paired
16384,10,External validation,62436.0,109436.0,57.052523849555904,measured_paired
16384,11,Transcript,11.0,137708.0,0.007987916460917304,measured_paired
16384,11,Evidence generation,1902.0,137708.0,1.3811833735149737,measured_paired
16384,11,External validation,59708.0,137708.0,43.35841054985912,measured_paired
16384,12,Transcript,15.0,112600.0,0.013321492007104795,measured_paired
16384,12,Evidence generation,1940.0,112600.0,1.7229129662522202,measured_paired
16384,12,External validation,65600.0,112600.0,58.259325044404974,measured_paired
16384,13,Transcript,13.0,131211.0,0.009907705908803377,measured_paired
16384,13,Evidence generation,1881.0,131211.0,1.4335688318814734,measured_paired
16384,13,External validation,69211.0,131211.0,52.74786412724543,measured_paired
16384,14,Transcript,11.0,114756.0,0.009585555439367005,measured_paired
16384,14,Evidence generation,1858.0,114756.0,1.6190874551221723,measured_paired
16384,14,External validation,67756.0,114756.0,59.043535849977346,measured_paired
16384,15,Transcript,11.0,182522.0,0.0060266707574977265,measured_paired
16384,15,Evidence generation,1883.0,182522.0,1.0316564578516563,measured_paired
16384,15,External validation,89522.0,182522.0,49.04723814115559,measured_paired
16384,16,Transcript,12.0,120308.0,0.009974399042457692,measured_paired
16384,16,Evidence generation,1968.0,120308.0,1.6358014429630614,measured_paired
16384,16,External validation,73308.0,120308.0,60.93360375037404,measured_paired
16384,17,Transcript,11.0,136544.0,0.008056011249121163,measured_paired
16384,17,Evidence generation,1841.0,136544.0,1.3482833372392782,measured_paired
16384,17,External validation,73544.0,136544.0,53.86102648230607,measured_paired
16384,18,Transcript,11.0,99280.0,0.011079774375503625,measured_paired
16384,18,Evidence generation,1899.0,99280.0,1.9127719580983078,measured_paired
16384,18,External validation,68280.0,99280.0,68.77518130539887,measured_paired
16384,19,Transcript,12.0,119266.0,0.010061543105327588,measured_paired
16384,19,Evidence generation,1875.0,119266.0,1.5721161102074355,measured_paired
16384,19,External validation,57266.0,119266.0,48.015360622474134,measured_paired
16384,20,Transcript,12.0,97941.0,0.012252274328422214,measured_paired
16384,20,Evidence generation,1901.0,97941.0,1.940964458194219,measured_paired
16384,20,External validation,65941.0,97941.0,67.32726845754077,measured_paired
16384,21,Transcript,11.0,122228.0,0.008999574565565991,measured_paired
16384,21,Evidence generation,1906.0,122228.0,1.559380829269889,measured_paired
16384,21,External validation,60228.0,122228.0,49.275125175900776,measured_paired
16384,22,Transcript,11.0,122680.0,0.008966416693837626,measured_paired
16384,22,Evidence generation,1902.0,122680.0,1.5503749592435605,measured_paired
16384,22,External validation,75680.0,122680.0,61.68894685360287,measured_paired
16384,23,Transcript,11.0,140881.0,0.007808008177114018,measured_paired
16384,23,Evidence generation,1885.0,140881.0,1.3380086739872659,measured_paired
16384,23,External validation,77881.0,140881.0,55.28140771289244,measured_paired
16384,24,Transcript,11.0,130203.0,0.008448346044253973,measured_paired
16384,24,Evidence generation,1886.0,130203.0,1.448507330860272,measured_paired
16384,24,External validation,67203.0,130203.0,51.614018110181796,measured_paired
16384,25,Transcript,11.0,138337.0,0.007951596463708192,measured_paired
16384,25,Evidence generation,1848.0,138337.0,1.335868205902976,measured_paired
16384,25,External validation,75337.0,138337.0,54.45903843512582,measured_paired
16384,26,Transcript,11.0,115634.0,0.009512773059826694,measured_paired
16384,26,Evidence generation,1878.0,115634.0,1.6240898005776847,measured_paired
16384,26,External validation,84634.0,115634.0,73.19127592230659,measured_paired
16384,27,Transcript,11.0,125166.0,0.008788329098956585,measured_paired
16384,27,Evidence generation,1874.0,125166.0,1.4972117028586038,measured_paired
16384,27,External validation,63166.0,125166.0,50.4657814422447,measured_paired
16384,28,Transcript,12.0,130300.0,0.00920951650038373,measured_paired
16384,28,Evidence generation,2064.0,130300.0,1.5840368380660015,measured_paired
16384,28,External validation,67300.0,130300.0,51.65003837298542,measured_paired
16384,29,Transcript,12.0,117402.0,0.010221290949046865,measured_paired
16384,29,Evidence generation,2293.0,117402.0,1.9531183455137051,measured_paired
16384,29,External validation,70402.0,117402.0,59.966610449566446,measured_paired
16384,30,Transcript,12.0,123857.0,0.009688592489726054,measured_paired
16384,30,Evidence generation,2078.0,123857.0,1.677741266137562,measured_paired
16384,30,External validation,61857.0,123857.0,49.94227213641538,measured_paired
65536,1,Transcript,18.0,166764.0,0.010793696481254948,measured_paired
65536,1,Evidence generation,3196.0,166764.0,1.9164807752272672,measured_paired
65536,1,External validation,72764.0,166764.0,43.63291837566861,measured_paired
65536,2,Transcript,11.0,107098.0,0.010270966778091094,measured_paired
65536,2,Evidence generation,1869.0,107098.0,1.7451306280229322,measured_paired
65536,2,External validation,60098.0,107098.0,56.11496012997441,measured_paired
65536,3,Transcript,11.0,128216.0,0.008579272477693892,measured_paired
65536,3,Evidence generation,2637.0,128216.0,2.0566855930617085,measured_paired
65536,3,External validation,66216.0,128216.0,51.644100580270795,measured_paired
65536,4,Transcript,14.0,124633.0,0.01123298002936622,measured_paired
65536,4,Evidence generation,1891.0,124633.0,1.517254659680823,measured_paired
65536,4,External validation,61633.0,124633.0,49.451589867852014,measured_paired
65536,5,Transcript,12.0,134487.0,0.008922795511833857,measured_paired
65536,5,Evidence generation,1887.0,134487.0,1.403109594235874,measured_paired
65536,5,External validation,72487.0,134487.0,53.89888985552507,measured_paired
65536,6,Transcript,11.0,129639.0,0.008485100934132475,measured_paired
65536,6,Evidence generation,1973.0,129639.0,1.5219185584584887,measured_paired
65536,6,External validation,82639.0,129639.0,63.74547782688851,measured_paired
65536,7,Transcript,12.0,153162.0,0.007834841540329847,measured_paired
65536,7,Evidence generation,2065.0,153162.0,1.3482456483984278,measured_paired
65536,7,External validation,75162.0,153162.0,49.073529987856,measured_paired
65536,8,Transcript,12.0,137763.0,0.008710611702706823,measured_paired
65536,8,Evidence generation,2231.0,137763.0,1.61944789239491,measured_paired
65536,8,External validation,75763.0,137763.0,54.99517286934808,measured_paired
65536,9,Transcript,12.0,119808.0,0.010016025641025642,measured_paired
65536,9,Evidence generation,1964.0,119808.0,1.6392895299145298,measured_paired
65536,9,External validation,57808.0,119808.0,48.25053418803419,measured_paired
65536,10,Transcript,11.0,138094.0,0.007965588657001752,measured_paired
65536,10,Evidence generation,1877.0,138094.0,1.3592190826538444,measured_paired
65536,10,External validation,59094.0,138094.0,42.792590554260144,measured_paired
65536,11,Transcript,11.0,143349.0,0.0076735798645264355,measured_paired
65536,11,Evidence generation,1881.0,143349.0,1.3121821568340204,measured_paired
65536,11,External validation,65349.0,143349.0,45.58734277881255,measured_paired
65536,12,Transcript,11.0,129596.0,0.00848791629371277,measured_paired
65536,12,Evidence generation,1876.0,129596.0,1.447575542455014,measured_paired
65536,12,External validation,66596.0,129596.0,51.38738849964505,measured_paired
65536,13,Transcript,15.0,124050.0,0.012091898428053204,measured_paired
65536,13,Evidence generation,1888.0,124050.0,1.5219669488109633,measured_paired
65536,13,External validation,62050.0,124050.0,50.020153164046754,measured_paired
65536,14,Transcript,15.0,93846.0,0.015983632760053705,measured_paired
65536,14,Evidence generation,1867.0,93846.0,1.989429490868018,measured_paired
65536,14,External validation,61846.0,93846.0,65.90158344521876,measured_paired
65536,15,Transcript,95.0,147173.0,0.06454988347047352,measured_paired
65536,15,Evidence generation,1973.0,147173.0,1.3405991588130974,measured_paired
65536,15,External validation,69173.0,147173.0,47.00114830845332,measured_paired
65536,16,Transcript,13.0,137703.0,0.009440607684654656,measured_paired
65536,16,Evidence generation,1870.0,137703.0,1.3579951054080157,measured_paired
65536,16,External validation,75703.0,137703.0,54.975563350108565,measured_paired
65536,17,Transcript,14.0,142637.0,0.009815125107791107,measured_paired
65536,17,Evidence generation,1883.0,142637.0,1.3201343269979038,measured_paired
65536,17,External validation,79637.0,142637.0,55.831937014940024,measured_paired
65536,18,Transcript,12.0,116233.0,0.01032409040461831,measured_paired
65536,18,Evidence generation,1911.0,116233.0,1.644111396935466,measured_paired
65536,18,External validation,70233.0,116233.0,60.42432011562981,measured_paired
65536,19,Transcript,28.0,128121.0,0.021854340818445065,measured_paired
65536,19,Evidence generation,1877.0,128121.0,1.4650213470079065,measured_paired
65536,19,External validation,66121.0,128121.0,51.60824533058593,measured_paired
65536,20,Transcript,11.0,125802.0,0.008743899143097884,measured_paired
65536,20,Evidence generation,1971.0,125802.0,1.566747746458721,measured_paired
65536,20,External validation,62802.0,125802.0,49.92130490771212,measured_paired
65536,21,Transcript,13.0,141541.0,0.009184617884570548,measured_paired
65536,21,Evidence generation,2149.0,141541.0,1.518287987226316,measured_paired
65536,21,External validation,78541.0,141541.0,55.48992871323503,measured_paired
65536,22,Transcript,11.0,109714.0,0.010026067776218167,measured_paired
65536,22,Evidence generation,2087.0,109714.0,1.902218495360665,measured_paired
65536,22,External validation,62714.0,109714.0,57.16134677434056,measured_paired
65536,23,Transcript,14.0,139055.0,0.010067958721369242,measured_paired
65536,23,Evidence generation,1865.0,139055.0,1.3411959296681168,measured_paired
65536,23,External validation,61055.0,139055.0,43.90708712379993,measured_paired
65536,24,Transcript,30.0,111825.0,0.02682763246143528,measured_paired
65536,24,Evidence generation,2049.0,111825.0,1.8323272971160296,measured_paired
65536,24,External validation,64825.0,111825.0,57.97004247708473,measured_paired
65536,25,Transcript,11.0,148677.0,0.0073985888873194915,measured_paired
65536,25,Evidence generation,1890.0,148677.0,1.27121209063944,measured_paired
65536,25,External validation,70677.0,148677.0,47.53727879900725,measured_paired
65536,26,Transcript,14.0,118426.0,0.011821728336682822,measured_paired
65536,26,Evidence generation,1889.0,118426.0,1.5950889162852753,measured_paired
65536,26,External validation,71426.0,118426.0,60.312769155421954,measured_paired
65536,27,Transcript,14.0,146370.0,0.009564801530368245,measured_paired
65536,27,Evidence generation,1893.0,146370.0,1.293297806927649,measured_paired
65536,27,External validation,83370.0,146370.0,56.9583931133429,measured_paired
65536,28,Transcript,12.0,124204.0,0.009661524588580078,measured_paired
65536,28,Evidence generation,2013.0,124204.0,1.6207207497343081,measured_paired
65536,28,External validation,61204.0,124204.0,49.27699590995459,measured_paired
65536,29,Transcript,11.0,177961.0,0.006181129573333484,measured_paired
65536,29,Evidence generation,2029.0,177961.0,1.140137445844876,measured_paired
65536,29,External validation,99961.0,177961.0,56.17017211636257,measured_paired
65536,30,Transcript,12.0,102902.0,0.011661580921653612,measured_paired
65536,30,Evidence generation,1925.0,102902.0,1.870711939515267,measured_paired
65536,30,External validation,55902.0,102902.0,54.32547472352335,measured_paired
262144,1,Transcript,21.0,171447.0,0.012248683266548845,measured_paired
262144,1,Evidence generation,1905.0,171447.0,1.1111305534655025,measured_paired
262144,1,External validation,77447.0,171447.0,45.1725606164004,measured_paired
262144,2,Transcript,15.0,144061.0,0.01041225591936749,measured_paired
262144,2,Evidence generation,1897.0,144061.0,1.3168032986026752,measured_paired
262144,2,External validation,66061.0,144061.0,45.856269219289054,measured_paired
262144,3,Transcript,14.0,154772.0,0.009045563797069237,measured_paired
262144,3,Evidence generation,1909.0,154772.0,1.2334272349003697,measured_paired
262144,3,External validation,60772.0,154772.0,39.265500219677975,measured_paired
262144,4,Transcript,14.0,131891.0,0.010614825878945492,measured_paired
262144,4,Evidence generation,1898.0,131891.0,1.4390671084456104,measured_paired
262144,4,External validation,68891.0,131891.0,52.233283544745284,measured_paired
262144,5,Transcript,13.0,150685.0,0.008627268805786906,measured_paired
262144,5,Evidence generation,1969.0,150685.0,1.3066994060457244,measured_paired
262144,5,External validation,72685.0,150685.0,48.236387165278565,measured_paired
262144,6,Transcript,16.0,156124.0,0.010248264200251083,measured_paired
262144,6,Evidence generation,2204.0,156124.0,1.4116983935845866,measured_paired
262144,6,External validation,77124.0,156124.0,49.39919551126028,measured_paired
262144,7,Transcript,14.0,147277.0,0.009505897051134936,measured_paired
262144,7,Evidence generation,1879.0,147277.0,1.2758271827916103,measured_paired
262144,7,External validation,69277.0,147277.0,47.03857357224821,measured_paired
262144,8,Transcript,15.0,157136.0,0.009545871092556765,measured_paired
