measurement_type,timestamp_utc,config_hash,configuration,run,is_warmup,rows,function_id,epsilon_requested,delta_requested,total_latency_ms,throughput_req_s,total_gas,proof_overhead_ms,attestation_overhead_ms,budget_overhead_ms,other_lifecycle_ms,process_startup_ms,process_cpu_time_ms,normalized_peak_cpu_percent,peak_working_set_bytes,peak_private_bytes,security_coverage_score,security_coverage_total,success,failure_status
locally_measured,2026-07-19T11:14:36.540Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,Local DP Ledger,16,0,1000,2,0.5,0.00001,195.15010000020266,5.124260761326597,0,0,0,0.002,195.14810000020265,12.945000000000004,15.625,0,1367285760,1050943488,2,8,1,
locally_measured,2026-07-19T11:14:37.910Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,TrustCircuit,16,0,1000,2,0.5,0.00001,868.6831000000238,1.1511677848918351,1370290,216.42699999921024,81.356,3.1478999983519316,567.7522000024617,49.46499999999999,1469.25,100,1367285760,3222499328,8,8,1,
locally_measured,2026-07-19T11:14:39.015Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,TEE-only,17,0,1000,2,0.5,0.00001,678.3054999988526,1.474261966034024,0,0,94.744,0,583.5614999988526,79.36699999999999,578.125,3.553127326234664,1367285760,3302305792,3,8,1,
locally_measured,2026-07-19T11:14:39.468Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,Access Ledger,17,0,1000,2,0.5,0.00001,9.070599999278784,110.2462902211002,433332,0,0,0,9.070599999278784,0,0,0,1367285760,3295748096,1,8,1,
locally_measured,2026-07-19T11:14:40.512Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,ZK Release,17,0,1000,2,0.5,0.00001,577.2365000005811,1.7323921824052935,670137,266.98650000058115,0,0,310.25,0,1546,100,1367285760,3296817152,2,8,1,
locally_measured,2026-07-19T11:14:41.125Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,Local DP Ledger,17,0,1000,2,0.5,0.00001,172.15330000035465,5.808776247669606,0,0,0,0.001,172.15230000035464,13.608,0,0,1367285760,1039642624,2,8,1,
locally_measured,2026-07-19T11:14:42.736Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,TrustCircuit,17,0,1000,2,0.5,0.00001,1013.1682000011206,0.9870029477819122,1370170,255.20559999905527,95.388,3.448699999600649,659.1259000024646,64.902,1859.5,100,1367285760,3222835200,8,8,1,
locally_measured,2026-07-19T11:14:43.835Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,TEE-only,18,0,1000,2,0.5,0.00001,649.6568999998271,1.5392740383428023,0,0,90.512,0,559.1448999998272,56.19500000000001,499.875,3.2876608297567533,1367285760,3302309888,3,8,1,
locally_measured,2026-07-19T11:14:44.442Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,Access Ledger,18,0,1000,2,0.5,0.00001,12.782400000840425,78.23256977830856,433332,0,0,0,12.782400000840425,0,16,20.386112984742855,1367285760,3292868608,1,8,1,
locally_measured,2026-07-19T11:14:45.475Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,ZK Release,18,0,1000,2,0.5,0.00001,581.0919000003487,1.7208981918340283,670137,266.16699999943376,0,0,314.92490000091493,0,1563,100,1367285760,3296296960,2,8,1,
locally_measured,2026-07-19T11:14:46.068Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,Local DP Ledger,18,0,1000,2,0.5,0.00001,165.31450000032783,6.049076154832256,0,0,0,0.002,165.31250000032782,12.386999999999997,16,0.26526514710404236,1367285760,1043726336,2,8,1,
locally_measured,2026-07-19T11:14:47.475Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,TrustCircuit,18,0,1000,2,0.5,0.00001,914.8336000014096,1.0930949628418316,1370230,218.69749999977648,71.755,2.8304999992251396,621.550600002408,77.075,2078.5,100,1367285760,3268214784,8,8,1,
locally_measured,2026-07-19T11:14:48.555Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,TEE-only,19,0,1000,2,0.5,0.00001,651.9319000001997,1.5339025441149508,0,0,84.053,0,567.8789000001997,62.376000000000005,468.875,3.081378415354657,1367285760,3349778432,3,8,1,
locally_measured,2026-07-19T11:14:49.018Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,Access Ledger,19,0,1000,2,0.5,0.00001,7.858500000089407,127.2507475966944,433320,0,0,0,7.858500000089407,0,0,0,1367285760,3337523200,1,8,1,
locally_measured,2026-07-19T11:14:50.044Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,ZK Release,19,0,1000,2,0.5,0.00001,578.9873000010848,1.7271536007752266,670113,263.7723999992013,0,0,315.2149000018835,0,1968,100,1367285760,3340832768,2,8,1,
locally_measured,2026-07-19T11:14:50.639Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,Local DP Ledger,19,0,1000,2,0.5,0.00001,166.04489999823272,6.022467417009757,0,0,0,0.001,166.04389999823272,12.761,0,0,1367285760,1082572800,2,8,1,
locally_measured,2026-07-19T11:14:52.066Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,TrustCircuit,19,0,1000,2,0.5,0.00001,942.838699998334,1.0606268071110858,1370266,258.60319999977946,86.978,3.108500000089407,594.1489999984652,56.45400000000001,2499.875,100,1367285760,3186933760,8,8,1,
locally_measured,2026-07-19T11:14:53.245Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,TEE-only,20,0,1000,2,0.5,0.00001,660.8186000008136,1.513274596082448,0,0,72.4,0,588.4186000008136,59.044,516.875,28.459217934439323,1367285760,3268194304,3,8,1,
locally_measured,2026-07-19T11:14:53.736Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,Access Ledger,20,0,1000,2,0.5,0.00001,8.79079999960959,113.75528962601939,433332,0,0,0,8.79079999960959,0,0,0,1367285760,3261382656,1,8,1,
locally_measured,2026-07-19T11:14:54.805Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,ZK Release,20,0,1000,2,0.5,0.00001,568.7230000011623,1.7583252303809698,670137,264.68150000087917,0,0,304.0415000002831,0,1953,100,1367285760,3262189568,2,8,1,
locally_measured,2026-07-19T11:14:55.499Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,Local DP Ledger,20,0,1000,2,0.5,0.00001,177.27759999968112,5.640870589413433,0,0,0,0.002,177.2755999996811,11.411000000000001,46.625,0.4202009634152115,1367285760,1039208448,2,8,1,
locally_measured,2026-07-19T11:14:56.996Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,TrustCircuit,20,0,1000,2,0.5,0.00001,956.8732999991626,1.04507043931613,1370254,262.5372999999672,80.962,4.343000000342727,609.0309999988526,68.242,1983.5,100,1367285760,3190796288,8,8,1,
locally_measured,2026-07-19T11:14:58.067Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,TEE-only,21,0,1000,2,0.5,0.00001,647.3261000011116,1.5448164379565148,0,0,72.93,0,574.3961000011116,67.137,546.875,35.88988982057186,1367285760,3273785344,3,8,1,
locally_measured,2026-07-19T11:14:58.662Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,Access Ledger,21,0,1000,2,0.5,0.00001,8.695600001141429,115.00068998904445,433332,0,0,0,8.695600001141429,0,31,0.9046577148703099,1367285760,3265130496,1,8,1,
locally_measured,2026-07-19T11:14:59.718Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,ZK Release,21,0,1000,2,0.5,0.00001,575.0711000002921,1.7389154141105199,670173,267.7832000013441,0,0,307.287899998948,0,1907,100,1367285760,3265892352,2,8,1,
locally_measured,2026-07-19T11:15:00.324Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,Local DP Ledger,21,0,1000,2,0.5,0.00001,178.29209999926388,5.608773467832443,0,0,0,0.001,178.29109999926388,14.459999999999997,31.625,0.2602712130144506,1367285760,1023901696,2,8,1,
locally_measured,2026-07-19T11:15:01.776Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,TrustCircuit,21,0,1000,2,0.5,0.00001,907.8744999989867,1.1014738270555193,1370230,222.45299999974668,89.846,3.059000000357628,592.5164999988824,67.78,2031.5,100,1367285760,3240288256,8,8,1,
locally_measured,2026-07-19T11:15:03.028Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,TEE-only,22,0,1000,2,0.5,0.00001,714.6891000010073,1.3992098102497863,0,0,101.991,0,612.6981000010073,74.086,483.875,2.713253531973699,1367285760,3321139200,3,8,1,
locally_measured,2026-07-19T11:15:03.602Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,Access Ledger,22,0,1000,2,0.5,0.00001,9.962600000202656,100.37540400895934,433332,0,0,0,9.962600000202656,0,0,0,1367285760,3311923200,1,8,1,
locally_measured,2026-07-19T11:15:04.621Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,ZK Release,22,0,1000,2,0.5,0.00001,576.8618999999017,1.7335171554927973,670113,263.7597000002861,0,0,313.10219999961555,0,1689,100,1367285760,3315363840,2,8,1,
locally_measured,2026-07-19T11:15:05.235Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,Local DP Ledger,22,0,1000,2,0.5,0.00001,172.14259999990463,5.809137308258118,0,0,0,0.001,172.14159999990463,14.392000000000003,0,0,1367285760,1061437440,2,8,1,
locally_measured,2026-07-19T11:15:06.785Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,TrustCircuit,22,0,1000,2,0.5,0.00001,1063.352900000289,0.9404215665370623,1370170,241.652499999851,85.942,3.124200001358986,732.6341999990791,80.784,2015.125,100,1367285760,3218878464,8,8,1,
locally_measured,2026-07-19T11:15:07.896Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,TEE-only,23,0,1000,2,0.5,0.00001,679.9473999999464,1.4707019984194056,0,0,84.801,0,595.1463999999463,57.962,562.875,3.6307930428823325,1367285760,3302699008,3,8,1,
locally_measured,2026-07-19T11:15:08.354Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,Access Ledger,23,0,1000,2,0.5,0.00001,7.490600001066923,133.5006541341902,433332,0,0,0,7.490600001066923,0,16,0.4605164692222846,1367285760,3296284672,1,8,1,
locally_measured,2026-07-19T11:15:09.551Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,ZK Release,23,0,1000,2,0.5,0.00001,731.4037999995053,1.3672338043645336,670149,304.6204000003636,0,0,426.7833999991417,0,2282,100,1367285760,3296845824,2,8,1,
locally_measured,2026-07-19T11:15:10.140Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,Local DP Ledger,23,0,1000,2,0.5,0.00001,167.09709999896586,5.984544315886923,0,0,0,0.002,167.09509999896585,10.964999999999996,31.625,0.2664972454850273,1367285760,1090822144,2,8,1,
locally_measured,2026-07-19T11:15:11.697Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,TrustCircuit,23,0,1000,2,0.5,0.00001,1065.1543000005186,0.9388311158294279,1370254,263.8458000011742,70.904,3.2658000010997057,727.1386999982446,52.61500000000001,2188.125,100,1367285760,3167633408,8,8,1,
locally_measured,2026-07-19T11:15:12.830Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,TEE-only,24,0,1000,2,0.5,0.00001,686.3879000004381,1.4569021394452928,0,0,87.704,0,598.6839000004381,61.608000000000004,546.875,3.5038008109937775,1367285760,3246616576,3,8,1,
locally_measured,2026-07-19T11:15:13.372Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,Access Ledger,24,0,1000,2,0.5,0.00001,10.02060000039637,99.79442348366808,433332,0,0,0,10.02060000039637,0,16,23.085091643859148,1367285760,3249278976,1,8,1,
locally_measured,2026-07-19T11:15:14.468Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,ZK Release,24,0,1000,2,0.5,0.00001,613.7399999983609,1.629354449771354,670113,268.4238000009209,0,0,345.31619999744,0,2109,100,1367285760,3245498368,2,8,1,
locally_measured,2026-07-19T11:15:15.123Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,Local DP Ledger,24,0,1000,2,0.5,0.00001,176.18570000119507,5.67582953663786,0,0,0,0.001,176.18470000119507,13.093,15.625,0,1367285760,1064562688,2,8,1,
locally_measured,2026-07-19T11:15:16.495Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,TrustCircuit,24,0,1000,2,0.5,0.00001,867.7818999998271,1.1523632839083175,1370230,230.4083999991417,68.371,3.848200000822544,565.1542999998629,50.822,2045.875,100,1367285760,3237834752,8,8,1,
locally_measured,2026-07-19T11:15:17.809Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,TEE-only,25,0,1000,2,0.5,0.00001,832.2801999989897,1.2015184309337335,0,0,82.004,0,750.2761999989897,76.71600000000001,639.5,23.55290925672673,1367285760,3313537024,3,8,1,
locally_measured,2026-07-19T11:15:18.284Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,Access Ledger,25,0,1000,2,0.5,0.00001,9.279799999669194,107.76094312761568,433332,0,0,0,9.279799999669194,0,32,0.8905686993596473,1367285760,3309592576,1,8,1,
locally_measured,2026-07-19T11:15:19.321Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,ZK Release,25,0,1000,2,0.5,0.00001,585.1420000009239,1.7089868783960493,670125,281.1547999996692,0,0,303.9872000012547,0,2015,100,1367285760,3313754112,2,8,1,
locally_measured,2026-07-19T11:15:19.927Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,Local DP Ledger,25,0,1000,2,0.5,0.00001,179.6211999990046,5.567271569311092,0,0,0,0.001,179.6201999990046,12.100999999999999,15.625,0,1367285760,930275328,2,8,1,
locally_measured,2026-07-19T11:15:21.426Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,TrustCircuit,25,0,1000,2,0.5,0.00001,998.4743000008166,1.0015280313165618,1370218,245.4847999997437,79.982,2.786100000143051,670.2214000009299,65.905,1906.5,100,1367285760,3177848832,8,8,1,
locally_measured,2026-07-19T11:15:22.549Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,TEE-only,26,0,1000,2,0.5,0.00001,656.49469999969,1.5232415433064002,0,0,93.986,0,562.5086999996901,54.042,578.5,3.731554405889703,1367285760,3255361536,3,8,1,
locally_measured,2026-07-19T11:15:23.022Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,Access Ledger,26,0,1000,2,0.5,0.00001,8.023199999704957,124.63854821477388,433332,0,0,0,8.023199999704957,0,0,0,1367285760,3251183616,1,8,1,
locally_measured,2026-07-19T11:15:24.042Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,ZK Release,26,0,1000,2,0.5,0.00001,577.6443000007421,1.7311691641356373,670149,260.3664000015706,0,0,317.2778999991715,0,1905,100,1367285760,3254341632,2,8,1,
locally_measured,2026-07-19T11:15:24.634Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,Local DP Ledger,26,0,1000,2,0.5,0.00001,165.9608999993652,6.0255156485884624,0,0,0,0.002,165.9588999993652,10.971999999999998,16,0.26818221801617337,1367285760,1116479488,2,8,1,
locally_measured,2026-07-19T11:15:26.007Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,TrustCircuit,26,0,1000,2,0.5,0.00001,882.5109999999404,1.13313035191637,1370242,232.92800000309944,74.688,3.348599998280406,571.5463999985606,56.011,2046.5,100,1367285760,3236032512,8,8,1,
locally_measured,2026-07-19T11:15:27.153Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,TEE-only,27,0,1000,2,0.5,0.00001,719.1951999999583,1.3904430952821405,0,0,104.022,0,615.1731999999582,89.532,577.75,3.252789952886411,1367285760,3309281280,3,8,1,
locally_measured,2026-07-19T11:15:27.623Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,Access Ledger,27,0,1000,2,0.5,0.00001,8.414499999955297,118.84247430094631,433332,0,0,0,8.414499999955297,0,0,0,1367285760,3305349120,1,8,1,
locally_measured,2026-07-19T11:15:28.658Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,ZK Release,27,0,1000,2,0.5,0.00001,563.4815999995917,1.774680841398769,670149,253.54160000011325,0,0,309.93999999947846,0,1813,100,1367285760,3308769280,2,8,1,
locally_measured,2026-07-19T11:15:29.249Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,Local DP Ledger,27,0,1000,2,0.5,0.00001,163.22159999981523,6.126640101562122,0,0,0,0.001,163.22059999981522,11.304000000000002,15.625,0,1367285760,1062477824,2,8,1,
locally_measured,2026-07-19T11:15:30.639Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,TrustCircuit,27,0,1000,2,0.5,0.00001,889.456499999389,1.1242820756278546,1370290,230.3707999996841,87.713,3.5819000005722046,567.7907999991328,65.082,2062.5,100,1367285760,3232530432,8,8,1,
locally_measured,2026-07-19T11:15:31.741Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,TEE-only,28,0,1000,2,0.5,0.00001,666.3186000008136,1.5007835590943717,0,0,79.947,0,586.3716000008136,52.224000000000004,547.25,29.36253927237058,1367285760,3314020352,3,8,1,
locally_measured,2026-07-19T11:15:32.210Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,Access Ledger,28,0,1000,2,0.5,0.00001,7.828099999576807,127.74491895275492,433332,0,0,0,7.828099999576807,0,31,73.00026371928088,1367285760,3304648704,1,8,1,
locally_measured,2026-07-19T11:15:33.278Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,ZK Release,28,0,1000,2,0.5,0.00001,613.6677999999374,1.6295461485841394,670125,289.88020000234246,0,0,323.78759999759495,0,1859,100,1367285760,3308339200,2,8,1,
locally_measured,2026-07-19T11:15:33.884Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,Local DP Ledger,28,0,1000,2,0.5,0.00001,171.0537999998778,5.846113912702988,0,0,0,0.001,171.0527999998778,13.472999999999999,31.625,0.26275035510650413,1367285760,1082433536,2,8,1,
locally_measured,2026-07-19T11:15:35.281Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,TrustCircuit,28,0,1000,2,0.5,0.00001,902.1958000008017,1.108406844721635,1370206,228.34339999966323,95.631,3.04869999922812,575.1727000019104,53.178999999999995,2031.875,100,1367285760,3214278656,8,8,1,
locally_measured,2026-07-19T11:15:36.363Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,TEE-only,29,0,1000,2,0.5,0.00001,631.2930000014603,1.584050512199069,0,0,70.205,0,561.0880000014603,51.70099999999999,468.625,3.322519376230519,1367285760,3292311552,3,8,1,
locally_measured,2026-07-19T11:15:36.881Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,Access Ledger,29,0,1000,2,0.5,0.00001,8.204800000414252,121.8798751888542,433332,0,0,0,8.204800000414252,0,16,0.46463111773881904,1367285760,3287859200,1,8,1,
locally_measured,2026-07-19T11:15:37.965Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,ZK Release,29,0,1000,2,0.5,0.00001,591.0723999999464,1.6918401197553645,670173,270.385399999097,0,0,320.68700000084937,0,1907,100,1367285760,3291287552,2,8,1,
locally_measured,2026-07-19T11:15:38.579Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,Local DP Ledger,29,0,1000,2,0.5,0.00001,171.0650999993086,5.845727737592541,0,0,0,0.002,171.06309999930858,14.100999999999996,31.625,0.25844501388583424,1367285760,1082339328,2,8,1,
locally_measured,2026-07-19T11:15:39.955Z,ea091c96144cb733288085c0aa09e1893c72f7a689eb8649f66e8f0d052be86c,TrustCircuit,29,0,1000,2,0.5,0.00001,896.7808999996632,1.1150995744895722,1370206,225,83.114,3.316499998793006,585.3504000008702,64.399,1968.875,100,1367285760,3257536512,8,8,1,
