scheme,circuit,n_rules,constraints,witness_size_bytes,samples,prove_median_ms,prove_p95_ms,prove_std_ms,prove_bootstrap_ci95_low_ms,prove_bootstrap_ci95_high_ms,verify_median_ms,verify_p95_ms,verify_std_ms,verify_bootstrap_ci95_low_ms,verify_bootstrap_ci95_high_ms,peak_working_set_p95_bytes,measurement_type
groth16,compliance_1,1,2928,94092,30,115.74965,146.328295,12.551670551690416,116.58057291666667,125.56039758333334,11.06775,12.93667,1.2147848722276318,10.86317675,11.750076416666667,787107840.0,locally_measured
groth16,compliance_2,2,3445,110668,30,163.84405,207.365,19.142021318719458,164.06695483333334,177.52563975,14.44805,20.531435000000002,2.8835427632285624,14.513664333333333,16.5329845,787107840.0,locally_measured
groth16,compliance_4,4,4479,143820,30,242.01465,274.250965,17.90392532264633,238.16219608333336,250.75456283333332,18.1187,22.04802,2.808951130563961,17.178933416666666,19.136521916666666,787107840.0,locally_measured
groth16,compliance_6,6,5513,176972,30,260.68805,294.137865,26.300228154984538,249.90658266666668,269.02296558333336,17.18245,22.100875000000002,3.178601972175384,16.143127833333335,18.41122891666667,787107840.0,locally_measured
groth16,compliance_8,8,6547,210124,30,223.66165,246.0593,13.663950261419286,220.01677225,229.53748475,13.24255,16.50508,1.9131201423209216,12.596909666666667,13.968355166666667,787107840.0,locally_measured
groth16,compliance_10,10,7581,243276,30,280.4079,384.1928300000001,45.814308493945454,284.62876041666664,316.55122041666664,16.37545,23.558675,3.5591834810115857,15.180801666666667,17.691521666666667,787107840.0,locally_measured
