measurement_type,epsilon_requested,privacy_cost_fixed,request_index,accepted,reverted,reason,latency_ms,budget_total_fixed,budget_used_fixed,budget_reserved_fixed,budget_remaining_fixed,budget_invariant_violations,cumulative_accepted_requests
measured_local_hardhat,1.0,1011807,4,1,0,,2.8777000000700355,5000000,4047228,0,952772,0,4
measured_local_hardhat,1.0,1011807,5,0,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'",1.8298000004142523,5000000,4047228,0,952772,0,4
measured_local_hardhat,1.0,1011807,6,0,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'",1.8319999994710088,5000000,4047228,0,952772,0,4
measured_local_hardhat,1.0,1011807,7,0,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'",1.5257999999448657,5000000,4047228,0,952772,0,4
measured_local_hardhat,1.0,1011807,8,0,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'",1.3564999997615814,5000000,4047228,0,952772,0,4
measured_local_hardhat,1.0,1011807,9,0,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'",1.3503999998793006,5000000,4047228,0,952772,0,4
measured_local_hardhat,1.0,1011807,10,0,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'",1.7347999997437,5000000,4047228,0,952772,0,4
measured_local_hardhat,1.0,1011807,11,0,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'",1.285500000230968,5000000,4047228,0,952772,0,4
measured_local_hardhat,1.0,1011807,12,0,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'",1.2280000001192093,5000000,4047228,0,952772,0,4
measured_local_hardhat,1.0,1011807,13,0,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'",1.633899999782443,5000000,4047228,0,952772,0,4
measured_local_hardhat,1.0,1011807,14,0,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'",1.8438999997451901,5000000,4047228,0,952772,0,4
measured_local_hardhat,1.0,1011807,15,0,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'",1.6721999999135733,5000000,4047228,0,952772,0,4
measured_local_hardhat,1.0,1011807,16,0,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'",1.416800000704825,5000000,4047228,0,952772,0,4
measured_local_hardhat,1.0,1011807,17,0,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'",1.5408999994397163,5000000,4047228,0,952772,0,4
measured_local_hardhat,1.0,1011807,18,0,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'",1.2864999994635582,5000000,4047228,0,952772,0,4
measured_local_hardhat,1.0,1011807,19,0,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'",1.5061999997124076,5000000,4047228,0,952772,0,4
measured_local_hardhat,1.0,1011807,20,0,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'",2.3415999999269843,5000000,4047228,0,952772,0,4
measured_local_hardhat,1.0,1011807,21,0,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'",1.7238999996334314,5000000,4047228,0,952772,0,4
measured_local_hardhat,1.0,1011807,22,0,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'",1.3486000001430511,5000000,4047228,0,952772,0,4
measured_local_hardhat,1.0,1011807,23,0,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'",1.2768000001087785,5000000,4047228,0,952772,0,4
measured_local_hardhat,1.0,1011807,24,0,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'",1.5606000004336238,5000000,4047228,0,952772,0,4
measured_local_hardhat,1.0,1011807,25,0,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'",2.2168000005185604,5000000,4047228,0,952772,0,4
measured_local_hardhat,1.0,1011807,26,0,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'",1.4473999999463558,5000000,4047228,0,952772,0,4
measured_local_hardhat,1.0,1011807,27,0,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'",1.418800000101328,5000000,4047228,0,952772,0,4
measured_local_hardhat,1.0,1011807,28,0,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'",1.3891000002622604,5000000,4047228,0,952772,0,4
measured_local_hardhat,1.0,1011807,29,0,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'",1.3329999996349216,5000000,4047228,0,952772,0,4
measured_local_hardhat,1.0,1011807,30,0,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'",2.2012999998405576,5000000,4047228,0,952772,0,4
measured_local_hardhat,1.0,1011807,31,0,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'",1.4672999996691942,5000000,4047228,0,952772,0,4
measured_local_hardhat,1.0,1011807,32,0,1,"VM Exception while processing transaction: reverted with custom error 'InsufficientBudget(""0x95261df5b826d573a9c63052e6317b8fe01d741d091596984b05959a5eb8c025"", 1011807, 952772)'",1.4501000000163913,5000000,4047228,0,952772,0,4
