measurement_type,timestamp_utc,config_hash,configuration,run,is_warmup,execution_order,seed,request_id,rows,payload_bytes,payload_sha256,native_process_wall_us,vbs_process_wall_us,native_process_startup_us,vbs_process_startup_us,vbs_validation_wall_us,native_process_cpu_time_ms,vbs_process_cpu_time_ms,native_normalized_peak_cpu_percent,vbs_normalized_peak_cpu_percent,native_host_total_us,vbs_host_total_us,native_decrypt_us,vbs_decrypt_us,native_hash_us,vbs_hash_us,native_aggregate_us,vbs_aggregate_us,native_dp_noise_us,vbs_dp_noise_us,native_transcript_us,vbs_transcript_us,vbs_attestation_generation_us,vbs_attestation_validation_host_us,vbs_attestation_validation_enclave_us,native_peak_rss_bytes,vbs_peak_rss_bytes,native_peak_private_bytes,vbs_peak_private_bytes,native_resource_sample_count,vbs_resource_sample_count,native_result_fixed,vbs_result_fixed,result_hash_match,result_parity,native_payload_throughput_mib_s,vbs_payload_throughput_mib_s,vbs_slowdown_vs_native,native_ok,vbs_ok,failure_status
measured_paired,2026-07-19T10:40:57.736607+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,17,0,vbs_first,20260736,phase8-paired-8190-17-1784457657569282800,8190,65536,6505b549e8d679ffb39e5b8380ec60870240c7ba33f2dbd8463befdb22d7e015,16000,63000,9482,41798,79637,15.625,31.25,0.0,0.0,6518,21202,41,332,86,37,408,368,0,0,13,14,1883,18689,994,5304320,9838592,1847296,4960256,8,38,50484737,50484737,1,1,3.90625,0.9920634920634921,3.9375,1,1,
measured_paired,2026-07-19T10:40:57.898833+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,18,0,native_first,20260737,phase8-paired-8190-18-1784457657742639100,8190,65536,30ec6d713bf6abf34d68225f105600a5317bd9f7917b0a5db654ced0497c586c,32000,46000,7675,31779,70233,0.0,46.875,0.0,0.0,24325,14221,74,502,75,39,407,355,0,0,15,12,1911,20365,988,5255168,9838592,1859584,4952064,20,27,50893406,50893406,1,1,1.953125,1.358695652173913,1.4375,1,1,
measured_paired,2026-07-19T10:40:58.052421+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,19,0,vbs_first,20260738,phase8-paired-8190-19-1784457657904427200,8190,65536,2cf499bf8889b4cd9be92351d29cce731bcacdb276a4d7d77de304fe563d70bf,31000,62000,24563,41728,66121,15.625,46.875,0.0,0.0,6437,20272,40,276,79,60,423,364,0,0,13,28,1877,19083,890,4980736,9834496,1859584,4923392,7,37,49677899,49677899,1,1,2.0161290322580645,1.0080645161290323,2.0,1,1,
measured_paired,2026-07-19T10:40:58.205876+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,20,0,native_first,20260739,phase8-paired-8190-20-1784457658058938700,8190,65536,c9c60f860495a860b9824291f25dda1f084805c49fd1a1b8f0320641b1468595,31000,63000,8252,49552,62802,15.625,46.875,0.0,0.0,22748,13448,97,263,104,37,529,358,0,0,18,11,1971,19261,1044,5255168,9891840,1859584,4988928,18,26,50068131,50068131,1,1,2.0161290322580645,0.9920634920634921,2.032258064516129,1,1,
measured_paired,2026-07-19T10:40:58.371408+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,21,0,vbs_first,20260740,phase8-paired-8190-21-1784457658210387400,8190,65536,9ca43fe28e86f62a0323d4fdca4171e745a3effdfd5507e4a171c5d57daf48dd,15000,63000,8613,41917,78541,0.0,31.25,0.0,0.0,6387,21083,44,278,67,37,415,379,0,0,12,13,2149,18946,975,5439488,9846784,1904640,4968448,8,35,49882051,49882051,1,1,4.166666666666667,0.9920634920634921,4.2,1,1,
measured_paired,2026-07-19T10:40:58.523174+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,22,0,native_first,20260741,phase8-paired-8190-22-1784457658376436500,8190,65536,08fef4d9b08d1d2246ee87846999d5d8673019223e88571002a9614fa7c570f8,31000,47000,7742,33145,62714,15.625,46.875,0.0,0.0,23258,13855,60,331,102,38,419,357,0,0,26,11,2087,17908,928,5173248,9809920,1847296,4943872,19,27,50034065,50034065,1,1,2.0161290322580645,1.3297872340425532,1.5161290322580645,1,1,
measured_paired,2026-07-19T10:40:58.683330+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,23,0,vbs_first,20260742,phase8-paired-8190-23-1784457658528175800,8190,65536,bd46f46f474dbd0bdd44a211785fcabb41a6887fbe11626080159ef25278a79d,15000,78000,8177,53296,61055,0.0,46.875,0.0,0.0,6823,24704,103,1635,115,38,406,376,0,0,17,14,1865,18955,939,5296128,9809920,1859584,4976640,8,43,49991697,49991697,1,1,4.166666666666667,0.8012820512820513,5.2,1,1,
measured_paired,2026-07-19T10:40:58.838234+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,24,0,native_first,20260743,phase8-paired-8190-24-1784457658688628500,8190,65536,5e05dc52c356b1f422c668a78327bd1fe500be4f15de33b3adae1f2bdf6e0831,32000,47000,9828,33007,64825,15.625,46.875,0.0,0.0,22172,13993,76,288,81,37,407,545,0,0,15,30,2049,19242,972,5185536,9887744,1851392,4988928,17,28,49620024,49620024,1,1,1.953125,1.3297872340425532,1.46875,1,1,
measured_paired,2026-07-19T10:40:58.995904+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,25,0,vbs_first,20260744,phase8-paired-8190-25-1784457658843743000,8190,65536,354bfd67008cf34daff5239c50f05f4247eefba2397b5049ed05ae9a8044877b,16000,78000,9525,56635,70677,15.625,46.875,0.0,0.0,6475,21365,40,231,78,35,414,355,0,0,13,11,1890,17710,928,5115904,9838592,1855488,4968448,8,37,50750427,50750427,1,1,3.90625,0.8012820512820513,4.875,1,1,
measured_paired,2026-07-19T10:40:59.154764+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,26,0,native_first,20260745,phase8-paired-8190-26-1784457659001447100,8190,65536,20499bcf57f3482df593086a68392080bf6eadbd34fad9a031929dab3ba745b2,31000,47000,7699,30112,71426,15.625,46.875,0.0,0.0,23301,16888,130,188,109,35,405,382,0,0,33,14,1889,18840,1183,5066752,9768960,1798144,4956160,19,26,49885347,49885347,1,1,2.0161290322580645,1.3297872340425532,1.5161290322580645,1,1,
measured_paired,2026-07-19T10:40:59.324984+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,27,0,vbs_first,20260746,phase8-paired-8190-27-1784457659159773500,8190,65536,8cf90a455d3c14475f0adf165c9e850deb01de67887f4fabf559a082a1ba5b13,15000,63000,8239,42196,83370,15.625,93.75,0.0,0.0,6761,20804,44,226,83,36,484,384,0,0,20,14,1893,18828,1127,4972544,9838592,1851392,4956160,8,35,49659951,49659951,1,1,4.166666666666667,0.9920634920634921,4.2,1,1,
measured_paired,2026-07-19T10:40:59.495341+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,28,0,native_first,20260747,phase8-paired-8190-28-1784457659330436400,8190,65536,6b856d7a402ce0081144817432b9606d092bf73084ecd8f8fb78e99c3afb206b,31000,63000,6531,48580,61204,0.0,46.875,0.0,0.0,24469,14420,48,946,86,40,481,389,0,0,17,12,2013,20008,994,5308416,9879552,1851392,4976640,19,38,49851892,49851892,1,1,2.0161290322580645,0.9920634920634921,2.032258064516129,1,1,
measured_paired,2026-07-19T10:40:59.689327+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,29,0,vbs_first,20260748,phase8-paired-8190-29-1784457659499660500,8190,65536,092992eb91f07cc648a7b3ea2a3f3afade62035b32de3156e191f7025a5ed10f,16000,78000,9395,57297,99961,0.0,62.5,0.0,0.0,6605,20703,44,286,82,38,432,365,0,0,13,11,2029,18700,925,5066752,9887744,1781760,4984832,7,43,50100976,50100976,1,1,3.90625,0.8012820512820513,4.875,1,1,
measured_paired,2026-07-19T10:40:59.835933+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,30,0,native_first,20260749,phase8-paired-8190-30-1784457659695330100,8190,65536,ebc3013ce4e37c8455754ffdfd12db9c7e1a5f634fa25a2b418ee4cf28e0f420,32000,47000,8344,33689,55902,0.0,46.875,0.0,0.0,23656,13311,47,286,89,39,436,367,0,0,16,12,1925,18879,931,5308416,9887744,1851392,4988928,20,27,50308669,50308669,1,1,1.953125,1.3297872340425532,1.46875,1,1,
measured_paired,2026-07-19T10:41:00.248951+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,1,0,vbs_first,20260720,phase8-paired-32766-1-1784457660050308200,32766,262144,a960caf5007e066b5d6699de5e4313e62c24f4501194497dd0790be0a37483e6,15000,94000,6974,42800,77447,15.625,109.375,0.0,0.0,8026,51200,89,1164,168,128,1743,1465,0,0,18,21,1905,18823,985,5365760,11956224,2240512,7294976,9,59,49933894,49933894,1,1,16.666666666666668,2.6595744680851063,6.266666666666667,1,1,
measured_paired,2026-07-19T10:41:00.454889+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,2,0,native_first,20260721,phase8-paired-32766-2-1784457660265999200,32766,262144,de465ab0c8872c3bee1d6db12ebbdece617568289e34713240289c2534eebf61,47000,78000,22185,26735,66061,15.625,78.125,0.0,0.0,24815,51265,141,7128,172,130,1629,1447,0,0,15,15,1897,18411,1119,5369856,11714560,2240512,7299072,19,52,49748184,49748184,1,1,5.319148936170213,3.2051282051282053,1.6595744680851063,1,1,
measured_paired,2026-07-19T10:41:00.639311+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,3,0,vbs_first,20260722,phase8-paired-32766-3-1784457660469285900,32766,262144,580310ab06454de68f7219d9f520ea287cd71dae28460c50d0fc56a4dd56ed3e,15000,94000,6891,58692,60772,15.625,78.125,0.0,0.0,8109,35308,127,996,180,126,1639,1461,0,0,16,14,1909,18671,940,5701632,11718656,2248704,7294976,9,53,49940090,49940090,1,1,16.666666666666668,2.6595744680851063,6.266666666666667,1,1,
measured_paired,2026-07-19T10:41:00.827744+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,4,0,native_first,20260723,phase8-paired-32766-4-1784457660655535300,32766,262144,018eec9b14ebd3c6773ecfa9ad64e49c7cf0407caf27cf0111bd218d24d17cd7,46000,63000,22252,36669,68891,15.625,62.5,0.0,0.0,23748,26331,137,768,171,123,1638,1463,0,0,14,14,1898,19028,959,5369856,11726848,2244608,7303168,18,37,50214215,50214215,1,1,5.434782608695652,3.9682539682539684,1.3695652173913044,1,1,
measured_paired,2026-07-19T10:41:01.026038+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,5,0,vbs_first,20260724,phase8-paired-32766-5-1784457660845302100,32766,262144,f58408a820bd94caefa70b531139afc7bbf42e394fcf26352206ca736867a59d,15000,78000,6888,32952,72685,15.625,62.5,0.0,0.0,8112,45048,96,1048,181,143,1623,1448,0,0,14,13,1969,18734,1003,5533696,11706368,2269184,7299072,9,51,49906244,49906244,1,1,16.666666666666668,3.2051282051282053,5.2,1,1,
measured_paired,2026-07-19T10:41:01.220511+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,6,0,native_first,20260725,phase8-paired-32766-6-1784457661041306000,32766,262144,32d25bbbda3e095e715ea395d584defddec7c0ec8f8441d61e103b7eeb8e65b9,31000,79000,5784,51069,77124,15.625,62.5,0.0,0.0,25216,27931,145,846,192,122,1640,1473,0,0,20,16,2204,20292,949,5373952,11718656,2248704,7303168,20,38,50084142,50084142,1,1,8.064516129032258,3.1645569620253164,2.5483870967741935,1,1,
measured_paired,2026-07-19T10:41:01.417976+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,7,0,vbs_first,20260726,phase8-paired-32766-7-1784457661236601000,32766,262144,0f175ef36056fe8b098b287bb27e925069154fc79ce28c0f69363ebf526825a5,32000,78000,24056,38891,69277,15.625,78.125,0.0,0.0,7944,39109,85,775,162,123,1654,1470,0,0,14,14,1879,20339,966,5709824,11956224,2256896,7290880,9,53,50139718,50139718,1,1,7.8125,3.2051282051282053,2.4375,1,1,
measured_paired,2026-07-19T10:41:01.637195+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,8,0,native_first,20260727,phase8-paired-32766-8-1784457661434574100,32766,262144,250ee40f370c603ea74629d16100bd075e670858829ba124fe84667eda8a5296,47000,93000,21481,50394,64136,15.625,140.625,0.0,0.0,25519,42606,89,1124,158,126,1639,1462,0,0,22,15,1889,19048,932,5619712,11931648,2248704,7290880,20,59,49951504,49951504,1,1,5.319148936170213,2.6881720430107525,1.9787234042553192,1,1,
measured_paired,2026-07-19T10:41:01.837997+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,9,0,vbs_first,20260728,phase8-paired-32766-9-1784457661654455300,32766,262144,5806c2bef1b69a2a78a8306c74f881152d216d03d6915dc29fc6a47bda90ac45,32000,93000,23960,55135,67978,15.625,78.125,0.0,0.0,8040,37865,91,5798,173,125,1639,1635,0,0,20,22,2354,19869,980,5378048,11722752,2248704,7299072,8,57,50126228,50126228,1,1,7.8125,2.6881720430107525,2.90625,1,1,
measured_paired,2026-07-19T10:41:02.028143+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,10,0,native_first,20260729,phase8-paired-32766-10-1784457661853327400,32766,262144,af3f4b63652d8d4d1c6421df8a142cb9df408a0c5fcc6677a7c2a83f9d237c6c,31000,78000,4893,50890,69755,15.625,62.5,0.0,0.0,26107,27110,143,760,215,122,1616,1444,0,0,14,14,1877,18982,1181,5365760,11714560,2240512,7286784,21,39,49829396,49829396,1,1,8.064516129032258,3.2051282051282053,2.5161290322580645,1,1,
measured_paired,2026-07-19T10:41:02.235962+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,11,0,vbs_first,20260730,phase8-paired-32766-11-1784457662052147300,32766,262144,b424d19997320483a7fe8b0a352375beef1fe488a28f3c2c9dc0dce693c98b50,31000,94000,22647,44820,57120,15.625,125.0,0.0,0.0,8353,49180,134,1032,214,125,1647,1443,0,0,14,14,1876,19178,883,5369856,11710464,2244608,7282688,9,65,50043398,50043398,1,1,8.064516129032258,2.6595744680851063,3.032258064516129,1,1,
measured_paired,2026-07-19T10:41:02.465199+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,12,0,native_first,20260731,phase8-paired-32766-12-1784457662251506000,32766,262144,f3f34f25874299f91f13e44f0e7664840d263ab88d3f62a8bf0c7dbccfb1af4b,31000,94000,5812,51953,87209,15.625,93.75,0.0,0.0,25188,42047,137,731,179,123,1648,1442,0,0,15,14,1885,18391,876,5382144,11710464,2256896,7286784,21,52,49881035,49881035,1,1,8.064516129032258,2.6595744680851063,3.032258064516129,1,1,
measured_paired,2026-07-19T10:41:02.656158+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,13,0,vbs_first,20260732,phase8-paired-32766-13-1784457662480163000,32766,262144,da161c1262cda50bf7655b9199df68d1e04d5172e0eb1e1d6d485d77c7bf92c7,16000,93000,7796,57779,71281,15.625,62.5,0.0,0.0,8204,35221,130,1135,193,126,1713,1430,0,0,34,15,1895,19596,966,5709824,11714560,2260992,7290880,9,50,49789324,49789324,1,1,15.625,2.6881720430107525,5.8125,1,1,
measured_paired,2026-07-19T10:41:02.850243+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,14,0,native_first,20260733,phase8-paired-32766-14-1784457662673346200,32766,262144,f9712b90ad38d7c556d9b765c8232465a5c9190a156b07446c3246e81a1d7999,31000,78000,7190,41105,61382,15.625,78.125,0.0,0.0,23810,36895,88,5503,156,127,1638,1427,0,0,15,12,2035,19366,964,5521408,11714560,2252800,7294976,19,46,49985106,49985106,1,1,8.064516129032258,3.2051282051282053,2.5161290322580645,1,1,
measured_paired,2026-07-19T10:41:03.050021+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,15,0,vbs_first,20260734,phase8-paired-32766-15-1784457662866755600,32766,262144,f1e3545e1b4806bbd6c1e8a5159798a9928173b56e4c7510ae6a6d59cd2c6da9,16000,94000,7729,47235,69797,15.625,62.5,0.0,0.0,8271,46765,117,1073,192,124,1640,1586,0,0,13,40,2106,18814,942,5365760,11718656,2240512,7294976,8,55,50218946,50218946,1,1,15.625,2.6595744680851063,5.875,1,1,
measured_paired,2026-07-19T10:41:03.293814+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,16,0,native_first,20260735,phase8-paired-32766-16-1784457663065849300,32766,262144,47e174ddda07a4c463f5f327e455955d08380c85a4bc1d2b48e7c75fc301c065,79000,78000,6804,40810,67833,0.0,62.5,0.0,0.0,72196,37190,160,1301,190,157,1624,1631,0,0,17,17,1895,20250,1163,5365760,11722752,2240512,7278592,49,43,50126991,50126991,1,1,3.1645569620253164,3.2051282051282053,0.9873417721518988,1,1,
measured_paired,2026-07-19T10:41:03.497706+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,17,0,vbs_first,20260736,phase8-paired-32766-17-1784457663309843000,32766,262144,3adbd65e906c6284ea29ffcd4227a6a4075d47ba57720a1dc239fa2be6959ce9,15000,94000,6968,57240,74258,15.625,78.125,0.0,0.0,8032,36760,88,1285,167,165,1671,1639,0,0,21,21,1882,20057,916,5521408,11714560,2256896,7299072,9,56,49964444,49964444,1,1,16.666666666666668,2.6595744680851063,6.266666666666667,1,1,
measured_paired,2026-07-19T10:41:03.695534+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,18,0,native_first,20260737,phase8-paired-32766-18-1784457663513291900,32766,262144,38c754c718bc7642af09cfde031375b55409270fcd20ce3f6ee06f621bccb69b,47000,62000,22208,34678,69781,15.625,78.125,0.0,0.0,24792,27322,160,1303,208,127,1749,1516,0,0,22,16,1896,18562,1184,5513216,11714560,2248704,7294976,21,44,50266099,50266099,1,1,5.319148936170213,4.032258064516129,1.3191489361702127,1,1,
measured_paired,2026-07-19T10:41:03.898807+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,19,0,vbs_first,20260738,phase8-paired-32766-19-1784457663711586700,32766,262144,9c5383b2a4f0ece50b90981a9f04c59bd137b251df7f8be215f240fd9952c746,15000,94000,7006,55252,72527,0.0,62.5,0.0,0.0,7994,38748,87,6872,159,128,1650,1507,0,0,14,18,2075,18657,1143,5365760,11726848,2236416,7303168,9,56,50135170,50135170,1,1,16.666666666666668,2.6595744680851063,6.266666666666667,1,1,
measured_paired,2026-07-19T10:41:04.082556+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,20,0,native_first,20260739,phase8-paired-32766-20-1784457663915315000,32766,262144,dea9ada0b6acbfac851bd4cf905b13dda91127a2dfae84895469ea4944726082,31000,79000,7460,41535,57011,0.0,62.5,0.0,0.0,23540,37465,128,1120,189,125,1706,1446,0,0,20,14,2120,18797,885,5513216,11943936,2248704,7278592,18,41,50220045,50220045,1,1,8.064516129032258,3.1645569620253164,2.5483870967741935,1,1,
measured_paired,2026-07-19T10:41:04.309148+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,21,0,vbs_first,20260740,phase8-paired-32766-21-1784457664102450300,32766,262144,a2d57d1dff609903b96bbdeb02ef10694f242076570ed418488762cbac1d0171,16000,109000,7553,48731,74972,0.0,78.125,0.0,0.0,8447,60269,99,7494,177,138,1887,1620,0,0,17,20,1961,18909,1112,5517312,11968512,2244608,7307264,9,64,49760605,49760605,1,1,15.625,2.293577981651376,6.8125,1,1,
measured_paired,2026-07-19T10:41:04.515477+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,22,0,native_first,20260741,phase8-paired-32766-22-1784457664325579000,32766,262144,b45ae6bd5091cf5b013a1cec2d21ea02f68db5929e15686a61b680eef331e8cf,47000,63000,21762,35822,78037,15.625,46.875,0.0,0.0,25238,27178,104,1067,197,134,1967,1580,0,0,29,21,1970,18798,966,5517312,11710464,2248704,7282688,21,43,50192028,50192028,1,1,5.319148936170213,3.9682539682539684,1.3404255319148937,1,1,
measured_paired,2026-07-19T10:41:04.702253+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,23,0,vbs_first,20260742,phase8-paired-32766-23-1784457664531521600,32766,262144,cb805cf7dcf7bac4ffa144993f788a36108436ae99ffbcb8daf165ddbe0adb43,16000,78000,7269,39857,63817,0.0,62.5,0.0,0.0,8731,38143,101,1850,190,148,1847,1606,0,0,18,18,1984,19732,1121,5505024,11718656,2236416,7290880,10,53,50080388,50080388,1,1,15.625,3.2051282051282053,4.875,1,1,
measured_paired,2026-07-19T10:41:04.899423+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,24,0,native_first,20260743,phase8-paired-32766-24-1784457664719070500,32766,262144,b8f191355081432f90849dc2c46cf81548647285f3f69647d107776141937183,47000,78000,20662,44469,62081,15.625,62.5,0.0,0.0,26338,33531,96,1035,185,131,1966,1576,0,0,23,17,2116,18798,924,5632000,11943936,2265088,7282688,21,48,49920527,49920527,1,1,5.319148936170213,3.2051282051282053,1.6595744680851063,1,1,
measured_paired,2026-07-19T10:41:05.113322+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,25,0,vbs_first,20260744,phase8-paired-32766-25-1784457664913788700,32766,262144,eba6436f46b4f34e04f23b680a0fc0757bbe696a2999cff9a284ddf640a6f382,15000,110000,6840,71457,66980,0.0,78.125,0.0,0.0,8160,38543,129,1446,184,129,1657,1580,0,0,17,16,1962,18918,1004,5705728,11927552,2252800,7294976,9,66,49961850,49961850,1,1,16.666666666666668,2.272727272727273,7.333333333333333,1,1,
measured_paired,2026-07-19T10:41:05.286030+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,26,0,native_first,20260745,phase8-paired-32766-26-1784457665129902000,32766,262144,fcc9cab663da24e4e46f3b0cb9bd234b9ec9c23d32ed16e436af3a100e685f50,31000,63000,6552,36177,60853,15.625,46.875,0.0,0.0,24448,26823,140,1151,166,124,1644,1469,0,0,14,14,1888,18897,1151,5365760,11821056,2236416,7282688,19,34,49848593,49848593,1,1,8.064516129032258,3.9682539682539684,2.032258064516129,1,1,
measured_paired,2026-07-19T10:41:05.483088+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,27,0,vbs_first,20260746,phase8-paired-32766-27-1784457665302074300,32766,262144,769d6c902923df9293de852a3f100d7a7948ac22becca686eed048902884870a,16000,78000,7939,41134,79397,0.0,62.5,0.0,0.0,8061,36866,88,1176,160,125,1646,1462,0,0,13,15,1906,19041,882,5521408,11726848,2260992,7307264,8,47,49883690,49883690,1,1,15.625,3.2051282051282053,4.875,1,1,
measured_paired,2026-07-19T10:41:05.698228+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,28,0,native_first,20260747,phase8-paired-32766-28-1784457665499139700,32766,262144,f1f48847f635291c1d471a5aa2aa785f616ec5a270d453301ea64e8a0836f405,47000,78000,21007,51025,76976,15.625,62.5,0.0,0.0,25993,26975,127,864,184,145,1632,1615,0,0,17,22,1920,19078,1099,5775360,11726848,2342912,7303168,20,46,49767716,49767716,1,1,5.319148936170213,3.2051282051282053,1.6595744680851063,1,1,
measured_paired,2026-07-19T10:41:05.905758+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,29,0,vbs_first,20260748,phase8-paired-32766-29-1784457665714674700,32766,262144,80ff57402a5784129c19ef625b36971f221710aa462a7e638a06e23ef3a4c4a3,31000,94000,23077,46085,75111,15.625,46.875,0.0,0.0,7923,47915,84,1152,172,126,1625,1488,0,0,14,14,1961,18651,884,5378048,11718656,2256896,7290880,9,54,49991820,49991820,1,1,8.064516129032258,2.6595744680851063,3.032258064516129,1,1,
measured_paired,2026-07-19T10:41:06.119611+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,30,0,native_first,20260749,phase8-paired-32766-30-1784457665921123400,32766,262144,3bbb8b51b3fb9314d9ee2a554fd0d2ebe7d11c1d4b7160c14a59610f0902d40d,47000,63000,21363,34295,97826,15.625,62.5,0.0,0.0,25637,28705,146,1119,175,129,1778,1485,0,0,22,20,1933,18986,883,5435392,11718656,2240512,7290880,20,36,49825886,49825886,1,1,5.319148936170213,3.9682539682539684,1.3404255319148937,1,1,
measured_paired,2026-07-19T10:41:06.804549+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,1,0,vbs_first,20260720,phase8-paired-99998-1-1784457666513945900,99998,800000,ccdc3d1bb00e11f5116d1b000f0ac0544c634de1d5c1021e0660b3c1ddc78faf,31000,203000,18460,60035,60747,15.625,187.5,0.0,0.0,12540,142965,326,5468,447,387,5247,4517,0,0,59,18,1925,18214,937,6443008,17620992,3321856,13025280,12,117,50053741,50053741,1,1,24.610950100806452,3.7583224291871917,6.548387096774194,1,1,
measured_paired,2026-07-19T10:41:07.062407+00:00,4924a5d60e36451ff68f2e2aecb3766d0fc3cd871f2e95c9b8c1ae4bd12dbc3f,Debug,2,0,native_first,20260721,phase8-paired-99998-2-1784457666849021800,99998,800000,4ad1717a99091b5ad40e3995e9b90eedbad7beffbc429307e40c9dcdf9c5c0cb,47000,109000,15110,41453,56037,31.25,109.375,0.0,0.0,31890,67547,300,2686,409,364,5111,4727,0,0,25,26,1909,17550,899,6459392,17608704,3330048,12955648,24,69,49831296,49831296,1,1,16.23275432180851,6.999444524082569,2.3191489361702127,1,1,
