measurement_type,mode,run_id,proof_index,request_id,prove_time_ms,verify_time_ms,proof_bundle_bytes,verified
prepared_offchain_not_in_chain_latency,smoke,smoke_20260722T172932299Z,0,0x126b679f6cc7b8538c54da34df10a57a59f8c6bd0c8169286a994909c9c9b359,899.336,16.905,1405,1
